,userId,movieId,rating,timestamp
232,603,423,4.0,963177872
233,225,424,1.0,949111013
234,156,425,4.0,1106854282
235,603,426,4.0,953925774
236,199,427,1.0,940544740
237,217,429,1.0,955945480
238,575,430,5.0,926510655
239,222,431,3.5,1391346486
240,91,433,2.0,1112717219
241,210,435,1.5,1537087956
242,265,436,2.0,965319301
243,136,437,1.0,832449909
244,294,438,3.0,966596533
245,140,440,4.5,1055093032
246,599,441,3.5,1498797892
247,447,445,4.0,836962680
248,469,451,4.0,965333419
249,84,452,3.0,858771890
250,181,453,3.0,845472202
251,6,454,4.0,845553283
252,68,455,2.0,1261623672
253,6,460,3.0,845555281
254,78,466,3.0,1252575077
255,410,468,4.0,990910479
256,202,469,2.0,975013847
257,294,470,1.0,966597212
258,217,473,2.0,955944863
259,606,475,4.0,1171406628
260,266,476,1.0,945669205
261,414,479,2.0,961516277
262,133,480,3.0,843491209
263,602,482,3.0,840876620
264,474,488,3.0,1047569232
265,559,489,3.0,845476569
266,33,490,2.0,939646733
267,448,492,4.0,1019127800
268,191,496,5.0,829760898
269,33,497,4.0,939646939
270,111,500,4.0,1516156095
271,602,501,2.0,840876032
272,43,502,5.0,848994518
273,414,504,3.0,961515392
274,6,505,3.0,845555317
275,606,506,4.0,1175637390
276,414,507,3.0,961515958
277,436,508,4.0,833530470
278,330,509,3.0,1285905423
279,6,510,3.0,845555546
280,555,512,3.0,978841598
281,368,521,3.0,971276675
282,608,522,0.5,1117336750
283,603,523,3.0,963179791
284,288,524,3.0,976122015
285,603,526,4.0,963180075
286,305,527,5.0,1460135174
287,386,532,4.0,842613934
288,599,533,2.5,1498514076
289,5,534,3.0,847435311
290,109,535,3.0,841109643
291,368,540,2.0,971277279
292,365,541,1.0,1489016618
293,294,542,3.0,966596725
294,217,544,3.0,955941055
295,226,546,2.0,1114839068
296,599,547,2.5,1498515395
297,42,548,4.0,996220852
298,410,549,5.0,990728275
299,414,550,3.0,961439009
300,103,551,4.0,1431957297
301,474,552,3.0,974667712
302,32,553,3.0,856737338
303,477,558,3.0,1200945872
304,323,562,5.0,1422640657
305,606,563,4.0,1171324691
306,414,564,2.0,961438887
307,132,567,2.0,1157992669
308,603,568,3.0,963179880
309,606,573,3.5,1171328427
310,603,574,3.0,963180134
311,6,575,3.0,845555070
312,555,577,3.0,980124854
313,606,579,3.0,1171500850
314,202,580,4.0,975013525
315,596,581,4.0,1535832664
316,606,583,4.0,1173570271
317,590,585,2.0,1258419931
318,8,586,3.0,839463702
319,523,587,4.5,1503126293
320,5,588,4.0,847434801
321,562,590,2.5,1368893701
322,354,592,4.0,1200870234
323,61,593,4.0,1145532720
324,257,594,3.5,1141625101
325,563,595,4.0,1439933444
326,599,596,3.5,1498797808
327,410,597,4.0,990910776
328,474,599,3.0,1116256919
329,182,600,4.0,1055153489
330,603,602,4.0,954482018
331,185,605,3.0,1044311093
332,6,606,3.0,845555024
333,328,608,5.0,1494210682
334,342,609,2.0,1042821145
335,414,612,2.0,961439332
336,609,613,3.0,847221025
337,597,615,3.0,941640505
338,373,616,4.0,846830439
339,132,617,2.5,1174935055
340,314,618,3.0,845285443
341,448,619,1.0,1057222213
342,9,627,3.0,1044657102
343,84,628,4.0,857653349
344,600,631,2.5,1237760694
345,606,632,4.0,1171325016
346,599,634,1.0,1519237728
347,414,635,3.0,992878567
348,604,636,3.0,832080690
349,276,637,4.0,858350702
350,474,638,3.0,1013367353
351,606,639,4.0,1171327426
352,181,640,2.0,845471038
353,314,647,5.0,837293745
354,590,648,3.5,1258419662
355,603,649,3.0,963178102
356,609,650,3.0,847221080
357,389,653,4.0,857934308
358,20,661,5.0,1054038185
359,501,662,3.0,844974390
360,307,663,5.0,1189457600
361,606,665,4.5,1171360930
362,402,667,3.0,849598383
363,474,668,3.5,1118667178
364,474,670,4.5,1119537246
365,37,671,5.0,845239506
366,276,673,4.0,858350787
367,19,674,4.0,965703973
368,28,678,3.5,1240211636
369,202,679,4.0,975014150
370,377,680,5.0,1340343623
371,288,688,3.0,978466670
372,587,691,4.0,953139766
373,297,692,1.0,900876328
374,544,694,4.0,850688712
375,607,695,4.0,963078392
376,199,698,1.0,944513522
377,6,700,4.0,845556147
378,314,703,2.0,851286697
379,284,704,3.0,832699760
380,57,707,2.0,972175326
381,64,708,4.5,1161521683
382,104,709,3.0,1048589254
383,151,710,3.0,855947696
384,6,711,4.0,845555317
385,182,714,4.5,1064782838
386,604,742,4.0,832080636
387,580,745,4.0,1167791058
388,151,747,4.0,855948083
389,4,759,3.0,945078601
390,470,762,3.0,849224529
391,156,764,4.0,946800395
392,120,765,3.0,860070306
393,588,766,3.0,839316954
394,318,773,3.5,1428910086
395,6,775,3.0,845556462
396,239,780,4.0,1221158240
397,414,782,2.0,961682383
398,401,783,4.0,1510450845
399,414,784,3.0,961438937
400,32,786,3.0,856736173
401,117,788,3.0,844163896
402,555,790,2.0,978748680
403,90,791,4.0,856354451
404,6,795,3.0,845556506
405,171,800,5.0,866904379
406,600,801,3.5,1237760679
407,451,802,3.0,854089710
408,489,804,2.0,1333831977
409,451,805,5.0,854089710
410,599,806,1.5,1498504671
411,27,808,4.0,962685711
412,217,809,2.0,955941990
413,477,810,0.5,1201195251
414,288,813,3.0,1048089678
415,599,818,2.0,1498510805
416,318,823,3.5,1446152685
417,410,824,4.0,990807522
418,117,828,3.0,844163929
419,608,829,1.0,1117506644
420,587,830,2.0,953140292
421,274,832,3.5,1171934978
422,609,833,3.0,847221080
423,380,837,4.0,1493667960
424,469,838,3.0,965425513
425,19,839,1.0,965712018
426,151,840,4.0,855948083
427,600,841,3.0,1237763059
428,6,842,3.0,845555675
429,156,848,4.0,946800308
430,297,849,1.0,900876328
431,28,851,2.0,1242033023
432,325,858,5.0,1039395381
433,453,861,5.0,1005968135
434,23,866,3.0,1107164206
435,6,867,3.0,845556412
436,171,869,4.0,866904597
437,448,870,1.0,1034616569
438,19,879,1.0,965705195
439,524,880,2.0,851610049
440,274,881,2.0,1172033018
441,298,886,0.5,1479058140
442,6,888,3.0,845556448
443,44,889,4.0,869252706
444,44,891,3.0,869252142
445,599,892,3.5,1498542565
446,391,896,2.0,1030827888
447,606,897,3.5,1171755917
448,4,898,5.0,964623347
449,290,900,4.0,974942209
450,104,901,4.0,1048589829
451,27,902,4.0,965149631
452,221,903,5.0,1111178200
453,554,907,4.0,944900345
454,421,909,4.0,1311494146
455,216,910,4.0,975212038
456,346,912,4.5,1125857764
457,488,913,3.5,1112382408
458,357,914,4.0,1348610398
459,84,916,3.0,860397294
460,177,918,4.0,1435719333
461,409,919,5.0,969060011
462,202,920,4.0,974924428
463,156,921,3.0,946799400
464,66,922,5.0,1104644777
465,346,923,4.0,1155066626
466,27,924,2.0,962686660
467,221,926,5.0,1111178208
468,606,927,4.0,1349082838
469,219,928,3.0,1194686690
470,474,929,3.5,1140441870
471,201,931,3.0,940006866
472,84,934,3.0,860397438
473,105,935,4.0,1526207027
474,412,936,5.0,939114354
475,369,938,1.5,1237081893
476,177,940,3.0,1435536037
477,474,941,3.5,1091456369
478,410,942,5.0,990909349
479,474,943,3.5,1088426742
480,474,944,4.0,1087217719
481,603,947,5.0,1000194379
482,177,948,5.0,1435803257
483,607,949,4.0,964744033
484,221,950,4.5,1119984208
485,275,951,5.0,1049078069
486,387,953,2.5,1094938339
487,89,954,3.5,1520408307
488,177,955,5.0,1435535908
489,474,956,4.0,1101737024
490,606,961,4.0,1171409719
491,288,963,3.0,1071523563
492,305,965,4.0,1518768359
493,313,968,5.0,1030474778
494,474,976,3.0,1100269624
495,6,979,3.0,845556808
496,6,981,3.0,845556567
497,474,982,3.0,1060009150
498,90,984,5.0,856354596
499,84,987,3.0,860398734
500,603,988,3.0,963178488
501,594,990,4.5,1108975294
502,57,991,3.0,965799536
503,474,993,3.0,1060105286
504,221,994,3.5,1119984623
505,597,996,2.0,941730312
506,217,1018,2.0,955944568
507,395,1024,3.0,841505090
508,414,1040,3.0,965067631
509,93,1049,4.0,942946208
510,414,1050,4.0,961517481
511,171,1051,5.0,866904563
512,269,1073,4.0,850865522
513,51,1088,4.0,1230929736
514,198,1089,5.0,1034135243
515,42,1090,5.0,996212773
516,226,1091,3.0,1096420156
517,372,1092,3.0,874416907
518,161,1093,4.0,1176498673
519,568,1103,5.0,1243575835
520,599,1114,3.0,1519241700
521,90,1116,4.0,856354577
522,580,1123,3.5,1176755689
523,477,1124,4.0,1245554497
524,474,1125,3.0,978576312
525,307,1126,4.5,1215657469
526,156,1162,3.0,939854008
527,239,1213,5.0,1221158601
528,28,1245,3.5,1234338202
529,560,1246,3.5,1469648143
530,409,1247,5.0,969059983
531,156,1248,5.0,941922620
532,57,1249,4.0,969754942
533,580,1250,0.5,1167791001
534,410,1251,4.0,990729062
535,312,1255,3.0,1043176138
536,100,1257,3.5,1100186363
537,590,1259,3.5,1264794736
538,199,1262,5.0,1060289044
539,62,1265,4.0,1536618534
540,391,1266,2.0,1032388929
541,51,1267,4.0,1230929680
542,437,1268,4.0,859721840
543,562,1271,4.0,1368890721
544,577,1272,5.0,945966158
545,268,1273,5.0,940183103
546,555,1277,3.0,978840381
547,483,1278,4.0,1178294043
548,332,1280,3.5,1352674395
549,318,1281,4.5,1268586506
550,45,1282,5.0,950726185
551,202,1358,4.0,974924687
552,19,1359,3.0,965707983
553,560,1365,4.0,1469653211
554,372,1366,5.0,874415328
555,380,1367,4.0,1494803808
556,232,1370,3.5,1218166157
557,312,1371,4.0,1043176981
558,149,1372,1.0,902084966
559,448,1374,3.0,1019123880
560,599,1375,3.0,1498521967
561,19,1376,4.0,965703698
562,217,1377,3.0,955941016
563,234,1378,4.0,1004408369
564,42,1379,5.0,996221012
565,462,1380,4.0,1154038138
566,599,1381,1.0,1519180135
567,414,1382,2.0,961516154
568,514,1389,2.0,1534086550
569,219,1391,2.5,1194932458
570,597,1392,3.0,941557959
571,514,1396,4.5,1533948832
572,474,1398,2.5,1060106009
573,31,1405,1.0,852207053
574,603,1406,4.0,963179377
575,287,1407,2.5,1110231226
576,182,1408,2.5,1064434920
577,177,1411,5.0,1435535279
578,419,1412,3.5,1321853469
579,85,1414,2.0,889467139
580,603,1415,4.0,954482471
581,606,1417,3.5,1171737175
582,135,1422,4.0,1009691357
583,19,1427,1.0,965712068
584,59,1428,3.0,953610764
585,277,1429,3.0,861813271
586,307,1430,2.5,1189607637
587,298,1439,2.5,1466278013
588,555,1440,2.0,978748680
589,313,1480,4.0,1030556287
590,297,1483,1.0,900875927
591,380,1485,4.0,1494803493
592,307,1487,2.0,1186172723
593,606,1493,3.5,1173447143
594,380,1495,2.0,1495235358
595,274,1497,3.0,1172275183
596,307,1498,3.5,1186173103
597,555,1499,1.0,978748680
598,83,1537,2.0,1332838045
599,597,1541,2.0,941558560
600,19,1542,2.0,965706232
601,177,1544,2.5,1435534418
602,182,1546,3.5,1073397357
603,20,1547,3.0,1054038387
604,19,1550,2.0,965706866
605,217,1551,3.0,955942392
606,239,1552,3.0,1221159170
607,606,1554,4.0,1171734493
608,226,1562,1.5,1201155547
609,606,1571,4.0,1171824516
610,387,1572,3.5,1185777484
611,597,1573,3.0,941729029
612,275,1574,1.0,1049079204
613,322,1580,3.5,1217676294
614,599,1581,1.5,1498504566
615,552,1584,3.5,1111472915
616,603,1585,3.0,963178192
617,11,1586,4.0,902154487
618,514,1587,3.0,1534087013
619,19,1588,2.0,965707079
620,274,1591,2.0,1171787230
621,217,1592,3.0,955945275
622,414,1593,2.0,961514519
623,603,1594,4.0,963179312
624,597,1597,3.0,941729657
625,182,1598,3.0,1075765119
626,217,1599,3.0,956195257
627,113,1600,4.0,980051480
628,288,1610,3.0,978465510
629,603,1613,4.0,963180153
630,599,1619,3.0,1498523551
631,481,1620,3.0,884773671
632,33,1621,2.0,939716819
633,599,1623,2.5,1498516912
634,85,1624,1.0,889468582
635,275,1633,4.0,1049078929
636,195,1635,2.0,1008558673
637,113,1639,2.0,980051638
638,587,1641,4.0,953138476
639,474,1642,1.5,1053021701
640,85,1643,5.0,889466918
641,1,1644,3.0,964983536
642,246,1645,4.0,1354125095
643,288,1646,3.0,978560009
644,414,1647,3.0,961682128
645,603,1648,4.0,963178398
646,275,1649,3.0,1049078883
647,594,1652,4.5,1129084112
648,462,1653,3.0,1123890885
649,605,1654,3.5,1277176734
650,414,1656,4.0,997709182
651,95,1659,4.0,1043340392
652,481,1662,3.0,884773776
653,509,1665,3.5,1436083377
654,599,1667,2.5,1498511874
655,239,1672,4.5,1221147508
656,438,1675,3.5,1105763611
657,217,1677,2.0,955944348
658,265,1678,3.0,965318108
659,178,1680,3.5,1163673623
660,274,1682,4.5,1171492701
661,156,1683,5.0,939842984
662,185,1685,3.0,1044311995
663,594,1687,4.0,1115886201
664,596,1688,4.5,1535827062
665,414,1689,4.0,961438642
666,312,1690,2.0,1043176382
667,422,1694,3.0,995235677
668,85,1696,2.0,889467210
669,397,1701,4.0,1181966644
670,160,1713,5.0,971619496
671,607,1717,5.0,963079577
672,452,1722,4.0,1019584656
673,125,1726,4.5,1474483288
674,140,1727,5.0,949667094
675,122,1729,4.5,1461562385
676,610,1730,2.0,1479542215
677,253,1734,5.0,1286643265
678,198,1735,4.0,1034138480
679,387,1770,3.0,1214643495
680,91,1771,4.0,1112717639
681,357,1777,3.0,1348628277
682,199,1779,2.0,955313743
683,19,1783,1.0,965711649
684,483,1791,2.0,1230468666
685,477,1792,4.0,1201160077
686,265,1807,3.0,965319510
687,23,1809,3.5,1107163578
688,603,1816,2.0,963178488
689,500,1824,1.0,1005527926
690,553,1825,3.5,1219556438
691,596,1831,2.5,1535834363
692,380,1833,3.0,1495234830
693,125,1844,4.5,1474296148
694,66,1845,4.0,1099188024
695,606,1857,3.5,1171842826
696,294,1858,2.0,966596327
697,606,1859,3.5,1171409065
698,263,1873,4.0,940384374
699,68,1883,2.0,1261623536
700,28,1884,2.5,1242032351
701,226,1887,2.5,1097545178
702,19,1891,2.0,965705454
703,391,1892,3.0,1030944520
704,474,1893,4.5,1181348028
705,414,1894,3.0,967472925
706,484,1895,4.0,1342366496
707,391,1900,4.0,1030827597
708,474,1902,4.0,1015352994
709,599,1904,3.0,1498527177
710,525,1907,3.5,1476480287
711,202,1909,4.0,974924970
712,177,1911,3.0,1435535125
713,474,1913,4.0,1103119116
714,20,1919,3.5,1054038348
715,187,1921,5.0,1161849913
716,169,1923,4.0,1078284776
717,520,1924,3.0,1326610830
718,221,1927,5.0,1119984172
719,186,1931,5.0,1031087825
720,474,1933,3.0,1100291823
721,45,1934,3.0,1021412195
722,290,1939,5.0,974938617
723,182,1941,4.0,1063285741
724,474,1942,3.5,1165539986
725,597,1945,4.0,940362198
726,474,1946,3.5,1087831848
727,64,1947,4.0,1161565966
728,606,1948,3.5,1177512639
729,315,1949,3.0,939920661
730,188,1951,5.0,962560221
731,39,1954,2.0,974789327
732,334,1955,3.5,1232308790
733,199,1956,3.0,1023654953
734,603,1957,4.0,953928263
735,357,1958,4.5,1348627695
736,202,1959,4.0,975015416
737,140,1961,4.0,942842394
738,156,1963,3.0,939853183
739,294,1965,2.0,966595514
740,414,1966,4.0,961438175
741,387,1967,4.0,1094939577
742,489,1968,4.0,1333023145
743,546,1969,4.0,973588711
744,552,1970,2.5,1111473036
745,571,1976,3.0,966901209
746,571,1978,3.0,966901337
747,305,1979,5.0,1524897941
748,555,1985,2.0,978823389
749,546,1990,4.0,973588258
750,414,1991,2.0,962371944
751,571,1992,2.0,966901337
752,368,1995,2.0,971277279
753,368,1996,1.0,971277439
754,603,1997,4.0,953925513
755,104,1999,0.5,1053336552
756,91,2000,3.5,1112713550
757,608,2001,3.5,1117491601
758,599,2005,1.5,1498532042
759,64,2006,3.5,1161521538
760,414,2007,2.0,1036765940
761,135,2009,3.0,1009694132
762,91,2011,2.5,1112713558
763,288,2013,3.0,976138069
764,288,2014,2.0,976120462
765,509,2018,3.0,1436000068
766,140,2019,4.0,942842814
767,246,2020,4.5,1354126179
768,160,2021,1.0,971114208
769,610,2022,3.5,1479542193
770,294,2023,3.0,966597632
771,325,2024,3.0,1039396567
772,600,2026,2.0,1237852281
773,479,2028,3.0,1039367629
774,20,2033,4.0,1054038365
775,182,2034,3.5,1075764769
776,600,2042,2.5,1237760521
777,527,2043,3.0,1033176108
778,19,2044,3.0,965708132
779,369,2046,3.0,1236830468
780,19,2048,3.0,965709172
781,477,2054,4.0,1200941271
782,288,2055,3.0,976120488
783,217,2056,3.0,955942449
784,91,2058,3.0,1112718179
785,20,2059,3.5,1054038343
786,182,2064,2.0,1054781246
787,309,2067,3.5,1086565746
788,275,2069,5.0,1049076150
789,599,2071,3.0,1519369366
790,387,2074,4.0,1117355216
791,59,2075,5.0,953610077
792,57,2080,4.0,965796031
793,414,2082,2.0,961437722
794,600,2084,3.5,1237714669
795,64,2085,3.0,1161566028
796,232,2087,3.0,1076956017
797,387,2088,2.0,1095041477
798,474,2099,3.0,1046886643
799,479,2100,2.0,1039360680
800,474,2103,1.5,1053021790
801,234,2105,3.0,1004408403
802,540,2107,3.5,1179108223
803,132,2108,3.0,1157968789
804,268,2109,4.0,940173779
805,217,2110,2.0,955944813
806,460,2112,4.0,1359176355
807,607,2114,4.0,964744550
808,474,2116,2.0,1014924446
809,603,2117,3.0,953927944
810,599,2118,3.0,1519124983
811,414,2119,2.0,962372349
812,292,2122,1.5,1300574064
813,599,2123,2.0,1519122150
814,217,2124,3.0,955935270
815,474,2133,3.0,1046886418
816,19,2134,2.0,965706525
817,527,2135,4.0,1033175003
818,381,2140,3.5,1164876960
819,387,2142,3.0,1094940487
820,571,2148,2.0,966900772
821,571,2149,1.0,966901381
822,57,2155,3.0,969753372
823,599,2160,3.0,1498523312
824,328,2161,3.0,1494212026
825,580,2162,1.5,1167792625
826,377,2163,2.5,1340347465
827,50,2164,1.0,1514891778
828,599,2171,2.5,1498516482
829,465,2176,4.0,959896120
830,474,2179,3.0,1060105380
831,414,2182,3.5,1073862793
832,606,2185,4.0,1173570175
833,307,2193,2.0,1186162320
834,594,2196,5.0,1108975245
835,606,2207,3.0,1171363536
836,474,2210,3.5,1125600675
837,474,2212,3.0,1129579293
838,414,2252,3.0,961438735
839,469,2253,4.0,965334805
840,555,2255,1.0,978823282
841,414,2259,2.0,961514489
842,414,2260,2.0,961516318
843,42,2263,4.0,996258924
844,414,2266,2.0,961439278
845,140,2267,3.0,945179649
846,354,2268,3.5,1200869880
847,414,2269,2.0,961518731
848,477,2275,3.5,1275162873
849,199,2280,3.0,955313913
850,555,2288,4.0,978841381
851,288,2289,3.0,976120798
852,600,2290,3.5,1237763980
853,428,2291,3.5,1111524448
854,599,2292,2.5,1498514773
855,555,2294,4.0,978748760
856,474,2295,5.0,975173593
857,508,2300,1.5,1268297524
858,480,2302,2.5,1179178151
859,368,2307,3.0,975829365
860,182,2310,3.0,1055156937
861,288,2312,3.0,979163988
862,568,2313,5.0,1243575821
863,342,2320,2.0,1042821145
864,474,2321,3.0,1047054679
865,368,2322,3.0,971277181
866,275,2323,5.0,1049078572
867,137,2330,4.0,1204863730
868,610,2332,1.5,1493849039
869,368,2334,2.0,971276761
870,474,2335,2.0,1046888115
871,292,2355,3.0,1016841630
872,275,2357,4.0,1049078883
873,555,2359,4.0,978840446
874,387,2360,4.5,1155110844
875,479,2362,4.0,1039361336
876,562,2395,3.0,1368894742
877,608,2428,3.5,1117490950
878,555,2436,4.0,978747454
879,425,2447,4.5,1114173226
880,307,2453,1.5,1186173129
881,288,2454,3.0,1026309838
882,474,2469,3.0,1046887465
883,387,2470,2.5,1094942090
884,467,2493,4.0,919670753
885,200,2501,4.5,1229888418
886,553,2502,4.0,1219558111
887,606,2503,4.0,1173570372
888,571,2517,3.0,966900601
889,527,2528,4.0,1033175958
890,369,2539,3.0,1237082050
891,383,2546,4.0,943570197
892,474,2565,5.0,983032381
893,428,2567,3.0,1111525335
894,603,2575,4.0,953926058
895,78,2605,2.5,1252573252
896,603,2609,4.0,953927272
897,474,2611,3.0,1139940327
898,474,2612,4.0,1089386149
899,469,2613,2.0,965334332
900,571,2614,1.0,966901209
901,387,2616,2.5,1095041239
902,590,2617,3.5,1258418063
903,603,2620,3.0,954482414
904,575,2623,1.0,926510597
905,555,2639,3.0,978823310
906,586,2640,3.5,1529901442
907,448,2642,3.0,1019124858
908,474,2652,3.0,1065531558
909,562,2654,4.5,1368893078
910,571,2655,2.0,966901253
911,387,2657,2.5,1178420144
912,51,2661,3.0,1230932166
913,555,2662,4.0,978841648
914,422,2665,1.0,986172053
915,368,2668,3.0,971273912
916,422,2669,4.0,1010279707
917,474,2671,3.5,1081177958
918,57,2687,4.0,965796107
919,597,2690,5.0,941559139
920,599,2698,2.0,1498530811
921,45,2731,4.0,950723478
922,527,2742,1.0,1033173581
923,113,2749,4.0,980307472
924,387,2750,4.0,1155628291
925,156,2752,3.0,939898085
926,474,2757,3.5,1093267589
927,57,2759,4.0,965797341
928,234,2761,5.0,1004409347
929,414,2769,4.0,989248869
930,412,2770,5.0,939113740
931,195,2771,3.0,1008557995
932,469,2779,4.0,965425677
933,474,2786,2.0,1060106550
