RatingId	RaterId	Value	DateRated	MovieId
480	10	1	19/04/2021 20:03:34	296
4572	100	3.5	19/04/2021 20:03:34	296
4573	100	4	19/04/2021 20:03:34	377
4578	100	4.5	19/04/2021 20:03:34	553
4577	100	4	19/04/2021 20:03:34	508
4576	100	4	19/04/2021 20:03:34	497
4575	100	4	19/04/2021 20:03:34	441
4574	100	3.5	19/04/2021 20:03:34	380
4570	100	4.5	19/04/2021 20:03:34	261
4571	100	4	19/04/2021 20:03:34	266
4569	100	1	19/04/2021 20:03:34	235
4568	100	4	19/04/2021 20:03:34	234
4567	100	3.5	19/04/2021 20:03:34	223
4566	100	4.5	19/04/2021 20:03:34	168
4564	100	4.5	19/04/2021 20:03:34	95
4565	100	3.5	19/04/2021 20:03:34	104
4562	100	4	19/04/2021 20:03:34	74
4563	100	4	19/04/2021 20:03:34	89
4560	100	4.5	19/04/2021 20:03:34	28
4561	100	4	19/04/2021 20:03:34	62
4557	100	4	19/04/2021 20:03:34	11
4558	100	4.5	19/04/2021 20:03:34	16
4559	100	1	19/04/2021 20:03:34	19
4580	100	4	19/04/2021 20:03:34	590
4579	100	4	19/04/2021 20:03:34	587
4581	100	4	19/04/2021 20:03:34	592
4583	100	4.5	19/04/2021 20:03:34	597
4584	100	4.5	19/04/2021 20:03:34	605
4582	100	3	19/04/2021 20:03:34	594
4585	100	4	19/04/2021 20:03:34	648
4588	100	4	19/04/2021 20:03:34	914
4589	100	4.5	19/04/2021 20:03:34	916
4592	100	3.5	19/04/2021 20:03:34	923
4590	100	4.5	19/04/2021 20:03:34	919
4591	100	4	19/04/2021 20:03:34	920
4586	100	4.5	19/04/2021 20:03:34	838
4587	100	4	19/04/2021 20:03:34	900
4594	100	4.5	19/04/2021 20:03:34	1091
4595	100	3.5	19/04/2021 20:03:34	1213
4596	100	4.5	19/04/2021 20:03:34	1246
4593	100	4.5	19/04/2021 20:03:34	934
4597	100	3.5	19/04/2021 20:03:34	1257
4598	100	3.5	19/04/2021 20:03:34	1265
4599	100	4	19/04/2021 20:03:34	1277
4600	100	4.5	19/04/2021 20:03:34	1278
4605	100	4.5	19/04/2021 20:03:34	1678
4606	100	4.5	19/04/2021 20:03:34	1680
4604	100	3.5	19/04/2021 20:03:34	1639
4603	100	4	19/04/2021 20:03:34	1580
4602	100	4	19/04/2021 20:03:34	1407
4601	100	4	19/04/2021 20:03:34	1380
4607	100	4.5	19/04/2021 20:03:34	1777
4609	100	5	19/04/2021 20:03:34	1958
4610	100	3.5	19/04/2021 20:03:34	1961
4608	100	3.5	19/04/2021 20:03:34	1923
4613	100	4	19/04/2021 20:03:34	2028
4612	100	4.5	19/04/2021 20:03:34	2005
4611	100	4.5	19/04/2021 20:03:34	1968
4618	100	4	19/04/2021 20:03:34	2539
4617	100	4.5	19/04/2021 20:03:34	2502
4616	100	4	19/04/2021 20:03:34	2291
4615	100	3.5	19/04/2021 20:03:34	2108
4614	100	3.5	19/04/2021 20:03:34	2100
4623	100	4	19/04/2021 20:03:34	4995
4619	100	4.5	19/04/2021 20:03:34	2671
4620	100	4	19/04/2021 20:03:34	3512
4621	100	4	19/04/2021 20:03:34	3536
4622	100	4	19/04/2021 20:03:34	4643
4632	101	3	19/04/2021 20:03:34	3179
4631	101	4	19/04/2021 20:03:34	3175
4628	101	2	19/04/2021 20:03:34	2770
4629	101	3	19/04/2021 20:03:34	2841
4630	101	5	19/04/2021 20:03:34	2959
4626	101	5	19/04/2021 20:03:34	2395
4627	101	3	19/04/2021 20:03:34	2502
4625	101	5	19/04/2021 20:03:34	1093
4624	101	4	19/04/2021 20:03:34	223
4645	102	5	19/04/2021 20:03:34	223
4646	102	3	19/04/2021 20:03:34	231
4647	102	3	19/04/2021 20:03:34	236
4649	102	3	19/04/2021 20:03:34	266
4648	102	3	19/04/2021 20:03:34	253
4640	102	3	19/04/2021 20:03:34	165
4637	102	3	19/04/2021 20:03:34	158
4636	102	3	19/04/2021 20:03:34	153
4638	102	3	19/04/2021 20:03:34	161
4639	102	3	19/04/2021 20:03:34	163
4641	102	3	19/04/2021 20:03:34	172
4642	102	2	19/04/2021 20:03:34	173
4643	102	3	19/04/2021 20:03:34	186
4644	102	2	19/04/2021 20:03:34	204
4634	102	3	19/04/2021 20:03:34	21
4633	102	3	19/04/2021 20:03:34	6
4635	102	3	19/04/2021 20:03:34	150
4659	102	3	19/04/2021 20:03:34	380
4660	102	3	19/04/2021 20:03:34	440
4662	102	3	19/04/2021 20:03:34	480
4661	102	4	19/04/2021 20:03:34	454
4663	102	4	19/04/2021 20:03:34	500
4666	102	4	19/04/2021 20:03:34	553
4665	102	3	19/04/2021 20:03:34	552
4664	102	1	19/04/2021 20:03:34	540
4658	102	3	19/04/2021 20:03:34	377
4656	102	3	19/04/2021 20:03:34	350
4657	102	4	19/04/2021 20:03:34	364
4655	102	2	19/04/2021 20:03:34	329
4654	102	4	19/04/2021 20:03:34	318
4652	102	5	19/04/2021 20:03:34	296
4653	102	3	19/04/2021 20:03:34	315
4650	102	4	19/04/2021 20:03:34	288
4651	102	3	19/04/2021 20:03:34	293
4672	102	3	19/04/2021 20:03:34	802
4670	102	3	19/04/2021 20:03:34	592
4669	102	4	19/04/2021 20:03:34	590
4671	102	4	19/04/2021 20:03:34	593
4667	102	4	19/04/2021 20:03:34	586
4668	102	4	19/04/2021 20:03:34	588
4697	103	4	19/04/2021 20:03:34	590
4696	103	4	19/04/2021 20:03:34	586
4698	103	5	19/04/2021 20:03:34	593
4702	103	3.5	19/04/2021 20:03:34	616
4703	103	4	19/04/2021 20:03:34	661
4699	103	3	19/04/2021 20:03:34	595
4700	103	4.5	19/04/2021 20:03:34	596
4701	103	4	19/04/2021 20:03:34	608
4705	103	3.5	19/04/2021 20:03:34	837
4704	103	3	19/04/2021 20:03:34	784
4706	103	4.5	19/04/2021 20:03:34	858
4708	103	4.5	19/04/2021 20:03:34	920
4709	103	4	19/04/2021 20:03:34	923
4707	103	5	19/04/2021 20:03:34	912
4714	103	3.5	19/04/2021 20:03:34	1093
4716	103	5	19/04/2021 20:03:34	1245
4715	103	5	19/04/2021 20:03:34	1213
4713	103	4.5	19/04/2021 20:03:34	1089
4710	103	4	19/04/2021 20:03:34	924
4711	103	4	19/04/2021 20:03:34	953
4712	103	4	19/04/2021 20:03:34	1073
4719	103	5	19/04/2021 20:03:34	1278
4718	103	4	19/04/2021 20:03:34	1271
4720	103	3.5	19/04/2021 20:03:34	1282
4721	103	4	19/04/2021 20:03:34	1358
4722	103	3.5	19/04/2021 20:03:34	1367
4717	103	4.5	19/04/2021 20:03:34	1247
4723	103	4.5	19/04/2021 20:03:34	1588
4724	103	3.5	19/04/2021 20:03:34	1610
4725	103	4.5	19/04/2021 20:03:34	1682
4726	103	4	19/04/2021 20:03:34	1688
4687	103	4	19/04/2021 20:03:34	277
4688	103	5	19/04/2021 20:03:34	296
4689	103	5	19/04/2021 20:03:34	318
4690	103	3	19/04/2021 20:03:34	364
4695	103	4	19/04/2021 20:03:34	551
4694	103	3.5	19/04/2021 20:03:34	527
4693	103	3.5	19/04/2021 20:03:34	524
4691	103	4	19/04/2021 20:03:34	480
4692	103	4	19/04/2021 20:03:34	492
4683	103	4	19/04/2021 20:03:34	150
4679	103	4	19/04/2021 20:03:34	104
4680	103	3.5	19/04/2021 20:03:34	107
4678	103	4	19/04/2021 20:03:34	101
4681	103	4.5	19/04/2021 20:03:34	110
4682	103	4.5	19/04/2021 20:03:34	111
4673	103	4	19/04/2021 20:03:34	5
4676	103	3.5	19/04/2021 20:03:34	19
4674	103	5	19/04/2021 20:03:34	16
4675	103	5	19/04/2021 20:03:34	18
4677	103	3.5	19/04/2021 20:03:34	70
4684	103	3.5	19/04/2021 20:03:34	158
4686	103	4	19/04/2021 20:03:34	260
4685	103	4	19/04/2021 20:03:34	216
4747	103	4.5	19/04/2021 20:03:34	2501
4746	103	4	19/04/2021 20:03:34	2335
4744	103	4.5	19/04/2021 20:03:34	2291
4745	103	4	19/04/2021 20:03:34	2294
4741	103	4	19/04/2021 20:03:34	2088
4740	103	5	19/04/2021 20:03:34	2087
4738	103	3.5	19/04/2021 20:03:34	2059
4739	103	3.5	19/04/2021 20:03:34	2080
4743	103	3.5	19/04/2021 20:03:34	2161
4742	103	4	19/04/2021 20:03:34	2124
4733	103	4	19/04/2021 20:03:34	1968
4734	103	3.5	19/04/2021 20:03:34	2006
4736	103	4	19/04/2021 20:03:34	2028
4737	103	3.5	19/04/2021 20:03:34	2054
4735	103	3.5	19/04/2021 20:03:34	2018
4730	103	4	19/04/2021 20:03:34	1945
4729	103	4.5	19/04/2021 20:03:34	1921
4732	103	5	19/04/2021 20:03:34	1961
4731	103	5	19/04/2021 20:03:34	1954
4727	103	4.5	19/04/2021 20:03:34	1729
4728	103	4.5	19/04/2021 20:03:34	1884
4750	103	5	19/04/2021 20:03:34	2959
4751	103	4.5	19/04/2021 20:03:34	3034
4752	103	4.5	19/04/2021 20:03:34	3087
4749	103	3	19/04/2021 20:03:34	2761
4748	103	2.5	19/04/2021 20:03:34	2687
4753	103	4	19/04/2021 20:03:34	3176
4754	103	5	19/04/2021 20:03:34	3681
4755	103	4	19/04/2021 20:03:34	4011
4758	103	3.5	19/04/2021 20:03:34	4816
4756	103	3.5	19/04/2021 20:03:34	4148
4757	103	2.5	19/04/2021 20:03:34	4232
4759	103	3.5	19/04/2021 20:03:34	4886
4762	103	4	19/04/2021 20:03:34	6957
4760	103	5	19/04/2021 20:03:34	6016
4761	103	4.5	19/04/2021 20:03:34	6440
4765	103	4.5	19/04/2021 20:03:34	40819
4766	103	0.5	19/04/2021 20:03:34	77561
4764	103	4	19/04/2021 20:03:34	8970
4763	103	3.5	19/04/2021 20:03:34	8961
4767	103	4	19/04/2021 20:03:34	89492
4839	104	4	19/04/2021 20:03:34	8961
4838	104	3.5	19/04/2021 20:03:34	8866
4837	104	2.5	19/04/2021 20:03:34	8643
4835	104	4	19/04/2021 20:03:34	4886
4836	104	3	19/04/2021 20:03:34	4912
4832	104	3.5	19/04/2021 20:03:34	4291
4833	104	4	19/04/2021 20:03:34	4476
4834	104	3	19/04/2021 20:03:34	4639
4831	104	4	19/04/2021 20:03:34	3175
4827	104	5	19/04/2021 20:03:34	2671
4828	104	4	19/04/2021 20:03:34	2690
4830	104	4	19/04/2021 20:03:34	3034
4829	104	4	19/04/2021 20:03:34	3033
4818	104	2.5	19/04/2021 20:03:34	1833
4817	104	3.5	19/04/2021 20:03:34	1777
4819	104	4	19/04/2021 20:03:34	1947
4820	104	0.5	19/04/2021 20:03:34	1999
4821	104	3.5	19/04/2021 20:03:34	2080
4822	104	3	19/04/2021 20:03:34	2294
4823	104	3	19/04/2021 20:03:34	2300
4824	104	4	19/04/2021 20:03:34	2355
4825	104	3	19/04/2021 20:03:34	2470
4826	104	3	19/04/2021 20:03:34	2502
4771	104	3	19/04/2021 20:03:34	260
4768	104	3	19/04/2021 20:03:34	87
4770	104	1	19/04/2021 20:03:34	110
4769	104	4	19/04/2021 20:03:34	105
4776	104	3.5	19/04/2021 20:03:34	466
4777	104	3.5	19/04/2021 20:03:34	468
4775	104	1.5	19/04/2021 20:03:34	436
4774	104	3.5	19/04/2021 20:03:34	380
4779	104	4.5	19/04/2021 20:03:34	527
4778	104	3	19/04/2021 20:03:34	500
4780	104	3	19/04/2021 20:03:34	532
4773	104	4	19/04/2021 20:03:34	364
4772	104	4	19/04/2021 20:03:34	293
4816	104	3	19/04/2021 20:03:34	1688
4815	104	4	19/04/2021 20:03:34	1680
4814	104	3	19/04/2021 20:03:34	1653
4813	104	4	19/04/2021 20:03:34	1641
4812	104	3	19/04/2021 20:03:34	1580
4809	104	4.5	19/04/2021 20:03:34	1380
4810	104	3	19/04/2021 20:03:34	1391
4811	104	3	19/04/2021 20:03:34	1408
4806	104	4	19/04/2021 20:03:34	1247
4807	104	4	19/04/2021 20:03:34	1265
4808	104	3	19/04/2021 20:03:34	1359
4803	104	3	19/04/2021 20:03:34	938
4802	104	3.5	19/04/2021 20:03:34	936
4801	104	3.5	19/04/2021 20:03:34	934
4804	104	3	19/04/2021 20:03:34	1088
4805	104	4	19/04/2021 20:03:34	1246
4798	104	4	19/04/2021 20:03:34	914
4799	104	3.5	19/04/2021 20:03:34	918
4800	104	3	19/04/2021 20:03:34	919
4796	104	1.5	19/04/2021 20:03:34	858
4795	104	4	19/04/2021 20:03:34	838
4797	104	4	19/04/2021 20:03:34	901
4793	104	3	19/04/2021 20:03:34	783
4794	104	3	19/04/2021 20:03:34	837
4791	104	5	19/04/2021 20:03:34	745
4792	104	4	19/04/2021 20:03:34	780
4789	104	3	19/04/2021 20:03:34	674
4790	104	3	19/04/2021 20:03:34	709
4787	104	4	19/04/2021 20:03:34	608
4786	104	4	19/04/2021 20:03:34	597
4785	104	5	19/04/2021 20:03:34	595
4784	104	4	19/04/2021 20:03:34	594
4788	104	3	19/04/2021 20:03:34	616
4783	104	3	19/04/2021 20:03:34	592
4781	104	3	19/04/2021 20:03:34	586
4782	104	4	19/04/2021 20:03:34	588
4856	105	4.5	19/04/2021 20:03:34	593
4858	105	4.5	19/04/2021 20:03:34	665
4857	105	4	19/04/2021 20:03:34	608
4859	105	4.5	19/04/2021 20:03:34	714
4861	105	4	19/04/2021 20:03:34	903
4860	105	5	19/04/2021 20:03:34	858
4865	105	4	19/04/2021 20:03:34	922
4866	105	4	19/04/2021 20:03:34	923
4864	105	4	19/04/2021 20:03:34	914
4863	105	4	19/04/2021 20:03:34	912
4862	105	4	19/04/2021 20:03:34	909
4871	105	5	19/04/2021 20:03:34	1213
4870	105	5	19/04/2021 20:03:34	1089
4867	105	4	19/04/2021 20:03:34	924
4869	105	4	19/04/2021 20:03:34	935
4868	105	4	19/04/2021 20:03:34	926
4876	105	3.5	19/04/2021 20:03:34	1272
4875	105	4	19/04/2021 20:03:34	1266
4877	105	5	19/04/2021 20:03:34	1281
4874	105	4	19/04/2021 20:03:34	1265
4872	105	4	19/04/2021 20:03:34	1247
4873	105	4	19/04/2021 20:03:34	1259
4878	105	4	19/04/2021 20:03:34	1407
4847	105	5	19/04/2021 20:03:34	293
4848	105	5	19/04/2021 20:03:34	296
4849	105	5	19/04/2021 20:03:34	306
4850	105	4.5	19/04/2021 20:03:34	307
4851	105	4.5	19/04/2021 20:03:34	308
4852	105	5	19/04/2021 20:03:34	318
4855	105	4	19/04/2021 20:03:34	541
4854	105	3.5	19/04/2021 20:03:34	527
4853	105	4	19/04/2021 20:03:34	431
4842	105	3.5	19/04/2021 20:03:34	110
4843	105	4.5	19/04/2021 20:03:34	111
4841	105	4.5	19/04/2021 20:03:34	16
4840	105	4	19/04/2021 20:03:34	6
4846	105	4	19/04/2021 20:03:34	260
4844	105	4.5	19/04/2021 20:03:34	213
4845	105	4	19/04/2021 20:03:34	215
4883	105	3	19/04/2021 20:03:34	2502
4882	105	4	19/04/2021 20:03:34	2360
4880	105	4.5	19/04/2021 20:03:34	2019
4881	105	5	19/04/2021 20:03:34	2028
4879	105	4	19/04/2021 20:03:34	1809
4886	105	5	19/04/2021 20:03:34	2959
4887	105	4.5	19/04/2021 20:03:34	3089
4884	105	4	19/04/2021 20:03:34	2731
4885	105	3.5	19/04/2021 20:03:34	2925
4890	105	5	19/04/2021 20:03:34	4011
4889	105	4	19/04/2021 20:03:34	3980
4888	105	3.5	19/04/2021 20:03:34	3681
4891	105	3.5	19/04/2021 20:03:34	4823
4892	105	3.5	19/04/2021 20:03:34	4886
4893	105	4	19/04/2021 20:03:34	4995
4894	105	5	19/04/2021 20:03:34	5889
4895	105	4	19/04/2021 20:03:34	5971
4897	105	3.5	19/04/2021 20:03:34	6537
4898	105	3.5	19/04/2021 20:03:34	6643
4896	105	5	19/04/2021 20:03:34	6016
4899	105	4	19/04/2021 20:03:34	7090
4902	105	4	19/04/2021 20:03:34	8197
4900	105	4	19/04/2021 20:03:34	7347
4901	105	4	19/04/2021 20:03:34	7445
4903	105	4.5	19/04/2021 20:03:34	8656
4904	105	3.5	19/04/2021 20:03:34	8665
4905	105	4	19/04/2021 20:03:34	8873
4906	105	3.5	19/04/2021 20:03:34	8874
4907	105	3.5	19/04/2021 20:03:34	8961
4908	105	4	19/04/2021 20:03:34	8970
4909	105	4	19/04/2021 20:03:34	8981
4910	105	4	19/04/2021 20:03:34	8984
4922	105	3.5	19/04/2021 20:03:34	77561
4921	105	3.5	19/04/2021 20:03:34	59387
4923	105	3.5	19/04/2021 20:03:34	84954
4924	105	3.5	19/04/2021 20:03:34	85414
4918	105	3.5	19/04/2021 20:03:34	49530
4919	105	4	19/04/2021 20:03:34	51540
4920	105	4	19/04/2021 20:03:34	55721
4916	105	4.5	19/04/2021 20:03:34	33660
4917	105	4.5	19/04/2021 20:03:34	48385
4914	105	4	19/04/2021 20:03:34	31685
4915	105	4.5	19/04/2021 20:03:34	32657
4911	105	4.5	19/04/2021 20:03:34	26578
4912	105	4	19/04/2021 20:03:34	27134
4913	105	4.5	19/04/2021 20:03:34	27834
4925	105	3.5	19/04/2021 20:03:34	89492
4928	106	3	19/04/2021 20:03:34	85414
4927	106	4.5	19/04/2021 20:03:34	2617
4926	106	5	19/04/2021 20:03:34	318
4948	107	5	19/04/2021 20:03:34	318
4949	107	3	19/04/2021 20:03:34	329
4947	107	3	19/04/2021 20:03:34	296
4946	107	4	19/04/2021 20:03:34	292
4950	107	4	19/04/2021 20:03:34	380
4943	107	3	19/04/2021 20:03:34	231
4945	107	4	19/04/2021 20:03:34	266
4944	107	4	19/04/2021 20:03:34	253
4939	107	3	19/04/2021 20:03:34	153
4940	107	4	19/04/2021 20:03:34	161
4941	107	3	19/04/2021 20:03:34	165
4942	107	4	19/04/2021 20:03:34	185
4929	107	4	19/04/2021 20:03:34	5
4930	107	5	19/04/2021 20:03:34	11
4931	107	5	19/04/2021 20:03:34	62
4935	107	4	19/04/2021 20:03:34	111
4934	107	5	19/04/2021 20:03:34	110
4933	107	4	19/04/2021 20:03:34	105
4932	107	3	19/04/2021 20:03:34	104
4938	107	5	19/04/2021 20:03:34	150
4936	107	4	19/04/2021 20:03:34	140
4937	107	5	19/04/2021 20:03:34	141
4951	107	5	19/04/2021 20:03:34	590
4961	108	5	19/04/2021 20:03:34	838
4962	108	3	19/04/2021 20:03:34	848
4960	108	5	19/04/2021 20:03:34	800
4963	108	3	19/04/2021 20:03:34	926
4952	108	4	19/04/2021 20:03:34	25
4953	108	5	19/04/2021 20:03:34	82
4954	108	4	19/04/2021 20:03:34	469
4955	108	4	19/04/2021 20:03:34	480
4958	108	5	19/04/2021 20:03:34	509
4956	108	3	19/04/2021 20:03:34	497
4957	108	4	19/04/2021 20:03:34	508
4959	108	5	19/04/2021 20:03:34	541
4966	108	5	19/04/2021 20:03:34	2395
4964	108	5	19/04/2021 20:03:34	1959
4965	108	4	19/04/2021 20:03:34	1968
4973	108	5	19/04/2021 20:03:34	4995
4972	108	4	19/04/2021 20:03:34	4975
4971	108	3	19/04/2021 20:03:34	4823
4970	108	3	19/04/2021 20:03:34	4639
4969	108	3	19/04/2021 20:03:34	3512
4967	108	3	19/04/2021 20:03:34	2926
4968	108	3	19/04/2021 20:03:34	3072
5031	109	3	19/04/2021 20:03:34	540
5030	109	3	19/04/2021 20:03:34	535
5032	109	3	19/04/2021 20:03:34	551
5033	109	5	19/04/2021 20:03:34	553
5027	109	4	19/04/2021 20:03:34	507
5026	109	3	19/04/2021 20:03:34	500
5028	109	3	19/04/2021 20:03:34	524
5029	109	3	19/04/2021 20:03:34	527
5024	109	3	19/04/2021 20:03:34	480
5025	109	3	19/04/2021 20:03:34	490
5023	109	3	19/04/2021 20:03:34	454
5019	109	3	19/04/2021 20:03:34	380
5020	109	3	19/04/2021 20:03:34	422
5021	109	2	19/04/2021 20:03:34	437
5022	109	3	19/04/2021 20:03:34	440
5008	109	3	19/04/2021 20:03:34	290
5006	109	3	19/04/2021 20:03:34	272
5007	109	5	19/04/2021 20:03:34	288
5009	109	5	19/04/2021 20:03:34	296
5011	109	2	19/04/2021 20:03:34	315
5010	109	3	19/04/2021 20:03:34	300
5014	109	2	19/04/2021 20:03:34	329
5013	109	3	19/04/2021 20:03:34	319
5012	109	5	19/04/2021 20:03:34	318
5017	109	3	19/04/2021 20:03:34	364
5015	109	4	19/04/2021 20:03:34	346
5016	109	3	19/04/2021 20:03:34	348
5018	109	3	19/04/2021 20:03:34	377
4982	109	3	19/04/2021 20:03:34	76
4980	109	5	19/04/2021 20:03:34	25
4981	109	5	19/04/2021 20:03:34	62
4975	109	4	19/04/2021 20:03:34	11
4976	109	4	19/04/2021 20:03:34	14
4974	109	3	19/04/2021 20:03:34	6
4977	109	4	19/04/2021 20:03:34	16
4978	109	3	19/04/2021 20:03:34	18
4979	109	3	19/04/2021 20:03:34	21
4985	109	3	19/04/2021 20:03:34	122
4986	109	3	19/04/2021 20:03:34	144
4987	109	3	19/04/2021 20:03:34	150
4983	109	2	19/04/2021 20:03:34	104
4984	109	5	19/04/2021 20:03:34	110
4995	109	5	19/04/2021 20:03:34	175
4994	109	2	19/04/2021 20:03:34	173
4996	109	3	19/04/2021 20:03:34	198
4992	109	3	19/04/2021 20:03:34	165
4993	109	3	19/04/2021 20:03:34	168
4990	109	3	19/04/2021 20:03:34	161
4991	109	3	19/04/2021 20:03:34	163
4988	109	3	19/04/2021 20:03:34	153
4989	109	3	19/04/2021 20:03:34	154
5004	109	3	19/04/2021 20:03:34	253
5002	109	4	19/04/2021 20:03:34	249
5003	109	3	19/04/2021 20:03:34	252
5005	109	3	19/04/2021 20:03:34	266
4999	109	3	19/04/2021 20:03:34	231
5001	109	3	19/04/2021 20:03:34	246
5000	109	3	19/04/2021 20:03:34	235
4997	109	2	19/04/2021 20:03:34	216
4998	109	3	19/04/2021 20:03:34	223
5043	109	4	19/04/2021 20:03:34	802
5044	109	4	19/04/2021 20:03:34	805
5042	109	3	19/04/2021 20:03:34	788
5041	109	3	19/04/2021 20:03:34	780
5037	109	3	19/04/2021 20:03:34	590
5038	109	4	19/04/2021 20:03:34	592
5039	109	4	19/04/2021 20:03:34	593
5036	109	3	19/04/2021 20:03:34	588
5034	109	3	19/04/2021 20:03:34	586
5035	109	3	19/04/2021 20:03:34	587
5040	109	3	19/04/2021 20:03:34	597
511	11	4	19/04/2021 20:03:34	648
510	11	5	19/04/2021 20:03:34	593
512	11	4	19/04/2021 20:03:34	780
513	11	4	19/04/2021 20:03:34	1358
514	11	3	19/04/2021 20:03:34	1370
515	11	1	19/04/2021 20:03:34	1391
516	11	5	19/04/2021 20:03:34	1408
518	11	3	19/04/2021 20:03:34	1573
517	11	4	19/04/2021 20:03:34	1552
520	11	4	19/04/2021 20:03:34	1586
519	11	5	19/04/2021 20:03:34	1584
521	11	4	19/04/2021 20:03:34	1597
522	11	3	19/04/2021 20:03:34	1687
501	11	3	19/04/2021 20:03:34	153
503	11	4	19/04/2021 20:03:34	170
502	11	3	19/04/2021 20:03:34	165
499	11	5	19/04/2021 20:03:34	110
