,userId,movieId,rating
1426,14,552,3.0
1427,14,553,4.0
1428,14,586,3.0
1429,14,590,4.0
1430,14,592,2.0
1431,14,593,4.0
1432,14,597,3.0
1433,14,784,1.0
1437,15,158,1.0
1438,15,172,1.0
1440,15,260,5.0
1441,15,293,3.0
1442,15,296,4.0
1443,15,318,5.0
1446,15,364,3.0
1447,15,527,5.0
1448,15,588,3.0
1450,15,596,2.0
1451,15,780,3.5
1452,15,849,2.0
1453,15,858,4.0
1460,15,1265,3.5
1464,15,1653,4.5
1465,15,1909,2.5
1466,15,2001,5.0
1467,15,2011,5.0
1469,15,2028,3.5
1471,15,2085,1.5
1479,15,2959,2.5
1497,15,4886,3.5
1499,15,4995,5.0
1503,15,5971,2.0
1512,15,8961,2.5
1533,15,84954,4.5
1534,15,85414,3.5
1571,16,111,4.5
1572,16,204,2.0
1573,16,260,3.0
1574,16,293,4.0
1575,16,296,3.0
1576,16,318,4.0
1577,16,319,4.0
1579,16,527,4.0
1580,16,541,4.5
1581,16,593,3.0
1582,16,608,4.5
1583,16,678,4.0
1584,16,745,4.0
1586,16,849,4.0
1587,16,858,2.5
1589,16,912,3.5
1590,16,913,4.0
1591,16,923,3.5
1592,16,1089,4.0
1607,16,1213,3.5
1613,16,1247,4.0
1617,16,1267,4.0
1619,16,1281,3.0
1622,16,1680,3.5
1624,16,2019,4.0
1625,16,2109,3.5
1635,16,2959,3.5
1637,16,3022,3.5
1641,16,3683,4.0
1645,16,4011,3.0
1653,16,5971,4.0
1671,17,110,4.5
1672,17,111,4.0
1673,17,150,3.5
1674,17,260,5.0
1675,17,293,3.5
1676,17,296,5.0
1677,17,318,5.0
1679,17,480,4.5
1680,17,527,4.5
1681,17,541,3.5
1683,17,590,4.5
1684,17,592,4.5
1685,17,593,4.5
1687,17,780,4.0
1688,17,858,5.0
1691,17,910,3.5
1694,17,1089,4.0
1695,17,1090,4.5
1696,17,1093,4.0
1706,17,1213,4.5
1714,17,1259,4.0
1718,17,1358,3.0
1719,17,1375,3.5
1720,17,1405,4.0
1723,17,1967,4.0
1724,17,2005,4.0
1725,17,2019,3.5
1726,17,2028,4.5
1729,17,2502,4.5
1734,17,2959,4.5
1740,17,3681,4.5
1749,17,5971,4.0
1750,17,6016,4.5
1774,18,6,4.0
1775,18,16,4.5
1781,18,70,3.5
1782,18,104,2.5
1783,18,110,4.5
1784,18,111,4.0
1785,18,145,3.5
1786,18,163,4.0
1787,18,165,4.0
1790,18,223,4.0
1791,18,231,2.5
1792,18,235,4.5
1793,18,260,4.0
1794,18,288,4.0
1795,18,293,4.5
1796,18,296,4.0
1797,18,318,5.0
1798,18,329,4.0
1802,18,364,3.0
1806,18,377,2.5
1807,18,380,2.5
1808,18,431,4.0
1809,18,435,2.0
1812,18,466,2.5
1813,18,480,3.5
1814,18,500,3.5
1815,18,502,2.0
1816,18,508,4.0
1817,18,527,4.5
1818,18,541,4.0
1820,18,586,3.5
1821,18,588,3.5
1823,18,590,4.0
1824,18,593,4.5
1825,18,595,3.0
1826,18,608,4.5
1827,18,628,3.5
1828,18,648,3.0
1829,18,653,3.0
1830,18,673,3.0
1831,18,745,4.0
1833,18,780,4.0
1834,18,784,2.0
1835,18,849,3.5
1836,18,858,4.0
1839,18,913,4.0
1840,18,919,4.0
1841,18,923,5.0
1842,18,924,4.0
1848,18,1089,4.0
1863,18,1213,4.5
1872,18,1245,4.0
1873,18,1246,4.0
1874,18,1247,4.5
1882,18,1370,3.5
1883,18,1371,4.0
1884,18,1374,4.5
1885,18,1375,3.5
1886,18,1391,3.0
1890,18,1544,3.5
1891,18,1580,3.5
1895,18,1653,3.5
1897,18,1682,3.0
1900,18,1729,4.0
1904,18,1892,4.0
1907,18,1924,2.5
1908,18,1954,4.0
1909,18,1961,4.0
1910,18,2000,4.0
1911,18,2001,3.5
1913,18,2011,3.5
1915,18,2019,4.0
1916,18,2028,4.0
1917,18,2058,3.5
1921,18,2268,4.0
1923,18,2291,4.0
1933,18,2470,3.0
1944,18,2959,4.5
1954,18,3681,4.5
1963,18,4011,4.5
1968,18,4327,4.0
1970,18,4643,3.0
1972,18,4816,3.0
1973,18,4886,4.0
1978,18,4995,4.5
2007,18,6440,4.5
2038,18,8665,4.0
2045,18,8961,3.5
2046,18,8984,3.0
2056,18,31685,2.0
2072,18,40819,4.0
2091,18,51540,4.5
2151,18,73499,3.5
2153,18,74510,4.5
2159,18,77561,4.0
2173,18,85414,3.5
2215,18,107846,3.5
2279,19,12,1.0
2280,19,13,3.0
2281,19,15,2.0
2282,19,19,2.0
2289,19,64,2.0
2290,19,65,2.0
2291,19,70,2.0
2292,19,87,2.0
2295,19,104,2.0
2296,19,107,2.0
2297,19,118,3.0
2299,19,141,1.0
2300,19,153,2.0
2301,19,158,3.0
2302,19,161,2.0
2303,19,165,3.0
2304,19,170,3.0
2305,19,173,1.0
2306,19,185,2.0
2307,19,186,2.0
2308,19,196,2.0
2310,19,216,2.0
2311,19,223,3.0
2312,19,231,2.0
2313,19,235,4.0
2314,19,252,3.0
2315,19,253,3.0
2318,19,260,4.0
2320,19,289,2.0
2321,19,291,2.0
2322,19,293,4.0
2325,19,319,1.0
2328,19,329,2.0
2329,19,330,3.0
2330,19,332,2.0
2331,19,333,2.0
2332,19,338,2.0
2333,19,339,3.0
2335,19,348,2.0
2336,19,350,2.0
2342,19,364,3.0
2349,19,377,4.0
2350,19,378,3.0
2351,19,379,2.0
2352,19,380,3.0
2355,19,414,2.0
2357,19,422,3.0
2358,19,423,3.0
2359,19,427,3.0
2362,19,435,2.0
2363,19,440,3.0
2365,19,445,2.0
2367,19,455,2.0
2369,19,466,3.0
2370,19,468,3.0
2373,19,480,2.0
2376,19,490,2.0
2378,19,497,3.0
2379,19,500,2.0
2380,19,512,2.0
2385,19,540,1.0
2386,19,541,4.0
2387,19,542,2.0
2389,19,546,2.0
2390,19,551,5.0
2391,19,558,2.0
2392,19,575,2.0
2393,19,586,3.0
2394,19,587,3.0
2395,19,588,3.0
2397,19,592,5.0
2398,19,597,3.0
2399,19,606,2.0
2402,19,627,2.0
2403,19,637,2.0
2404,19,640,1.0
2405,19,648,3.0
2406,19,653,2.0
2407,19,661,3.0
2408,19,671,2.0
2409,19,673,1.0
2410,19,674,4.0
2411,19,708,3.0
2412,19,709,2.0
2413,19,711,3.0
2419,19,742,3.0
2421,19,745,4.0
2423,19,762,1.0
2424,19,783,4.0
2426,19,788,2.0
2429,19,810,1.0
2430,19,818,4.0
2431,19,829,2.0
2432,19,830,2.0
2433,19,832,2.0
2434,19,837,4.0
2435,19,839,1.0
2436,19,842,2.0
2437,19,849,2.0
2439,19,866,2.0
2440,19,879,1.0
2441,19,880,2.0
2442,19,881,1.0
2443,19,903,5.0
2446,19,910,4.0
2448,19,913,5.0
2450,19,921,3.0
2451,19,924,3.0
2453,19,931,4.0
2455,19,965,2.0
2456,19,984,2.0
2466,19,1049,2.0
2469,19,1073,4.0
2474,19,1089,3.0
2475,19,1092,2.0
2495,19,1257,3.0
2497,19,1259,3.0
2498,19,1265,4.0
2499,19,1267,3.0
2502,19,1278,4.0
2518,19,1359,3.0
2519,19,1367,1.0
2520,19,1371,3.0
2521,19,1372,5.0
2523,19,1374,5.0
2524,19,1375,3.0
2525,19,1376,4.0
2526,19,1377,3.0
2527,19,1378,3.0
2528,19,1379,2.0
2529,19,1380,3.0
2530,19,1391,3.0
2532,19,1396,3.0
2533,19,1405,2.0
2534,19,1407,3.0
2536,19,1427,1.0
2543,19,1485,3.0
2545,19,1499,1.0
2549,19,1542,2.0
2550,19,1544,1.0
2551,19,1550,2.0
2552,19,1551,2.0
2553,19,1552,3.0
2555,19,1562,1.0
2558,19,1573,4.0
2559,19,1580,2.0
2561,19,1584,3.0
2562,19,1588,2.0
2564,19,1591,2.0
2565,19,1593,2.0
2566,19,1597,2.0
2568,19,1610,3.0
2572,19,1644,2.0
2573,19,1645,2.0
2574,19,1648,2.0
2575,19,1653,4.0
2578,19,1665,1.0
2582,19,1688,3.0
2583,19,1689,2.0
2584,19,1690,1.0
2586,19,1717,3.0
2588,19,1722,3.0
2593,19,1777,3.0
2594,19,1779,2.0
2595,19,1783,1.0
2601,19,1816,1.0
2602,19,1831,2.0
2604,19,1845,3.0
2610,19,1885,2.0
2612,19,1891,2.0
2613,19,1892,2.0
2614,19,1894,2.0
2615,19,1895,2.0
2617,19,1907,3.0
2618,19,1909,3.0
2619,19,1911,2.0
2622,19,1919,2.0
2624,19,1921,3.0
2625,19,1923,4.0
2626,19,1924,2.0
2627,19,1963,3.0
2628,19,1967,5.0
2629,19,1968,2.0
2630,19,1970,3.0
2634,19,1991,2.0
2636,19,2000,3.0
2637,19,2001,2.0
2641,19,2005,4.0
2642,19,2011,2.0
2644,19,2014,2.0
2647,19,2026,2.0
2649,19,2033,3.0
2650,19,2034,2.0
2655,19,2044,3.0
2656,19,2046,2.0
2657,19,2048,3.0
2660,19,2054,3.0
2666,19,2082,3.0
2667,19,2088,3.0
2671,19,2100,3.0
2672,19,2105,3.0
2673,19,2108,3.0
2674,19,2110,3.0
2677,19,2118,2.0
2678,19,2123,3.0
2679,19,2133,3.0
2680,19,2134,2.0
2683,19,2140,4.0
2687,19,2148,2.0
2692,19,2171,2.0
2696,19,2193,3.0
2706,19,2253,4.0
2707,19,2255,2.0
2709,19,2263,2.0
2710,19,2266,3.0
2711,19,2267,2.0
2714,19,2294,3.0
2715,19,2302,3.0
2717,19,2320,3.0
2718,19,2321,3.0
2720,19,2335,3.0
2723,19,2355,3.0
2724,19,2359,4.0
2742,19,2428,3.0
2745,19,2453,3.0
2752,19,2470,3.0
2758,19,2502,2.0
2761,19,2528,2.0
2762,19,2539,2.0
2770,19,2605,2.0
2772,19,2614,1.0
2773,19,2617,3.0
2776,19,2640,3.0
2778,19,2642,1.0
2780,19,2657,3.0
2781,19,2668,2.0
2784,19,2687,2.0
2803,19,2788,2.0
2816,19,2860,2.0
2821,19,2898,2.0
2822,19,2900,2.0
2829,19,2959,5.0
2840,19,3033,2.0
2841,19,3034,3.0
2842,19,3035,4.0
2844,19,3040,3.0
2849,19,3063,2.0
2850,19,3064,2.0
2852,19,3072,2.0
2854,19,3082,2.0
2855,19,3087,3.0
2856,19,3101,1.0
2860,19,3114,2.0
2863,19,3175,4.0
2864,19,3176,1.0
2896,19,3396,5.0
2925,19,3526,2.0
2928,19,3536,2.0
2935,19,3594,2.0
2942,19,3683,3.0
2963,19,3763,3.0
2965,19,3784,2.0
2979,20,13,4.0
2982,20,107,3.5
2983,20,158,3.0
2984,20,239,4.5
2985,20,262,4.5
2988,20,364,5.0
2990,20,551,5.0
2991,20,586,3.0
2992,20,588,5.0
2993,20,594,5.0
2994,20,595,5.0
2995,20,596,4.5
2996,20,661,5.0
2997,20,709,3.0
2999,20,783,3.5
3000,20,801,2.5
3001,20,837,4.0
3003,20,914,4.5
3004,20,919,5.0
3010,20,1018,3.5
3020,20,1073,5.0
3021,20,1088,4.5
3024,20,1282,4.5
3026,20,1367,3.0
3027,20,1380,5.0
3029,20,1547,3.0
3031,20,1688,4.5
3032,20,1722,3.0
3035,20,1907,5.0
3036,20,1919,3.5
3037,20,1947,5.0
3038,20,2005,5.0
3039,20,2006,2.0
3040,20,2018,4.0
3041,20,2033,4.0
3042,20,2048,3.5
3043,20,2054,2.5
3044,20,2059,3.5
3046,20,2080,4.0
3049,20,2085,4.0
3050,20,2087,4.5
3055,20,2100,3.5
3056,20,2116,2.5
3057,20,2135,5.0
3059,20,2140,4.0
3061,20,2161,4.5
3063,20,2294,3.5
3064,20,2300,5.0
3065,20,2355,4.0
3068,20,2565,3.5
3069,20,2617,2.5
3070,20,2657,5.0
3071,20,2687,4.5
3076,20,2761,4.5
3077,20,2770,2.5
3082,20,3034,5.0
3083,20,3114,5.0
3089,20,3396,5.0
3097,20,3512,3.0
3099,20,3536,1.5
3100,20,3549,5.0
3111,20,3784,2.5
3139,20,4232,0.5
3156,20,4638,1.5
3158,20,4643,3.0
3165,20,4816,3.5
3170,20,4886,4.0
3176,20,4995,5.0
3203,20,5693,4.0
3222,21,19,2.5
3223,21,38,2.5
3226,21,145,3.0
3227,21,165,3.5
3228,21,170,2.0
3229,21,260,4.5
3230,21,293,3.0
3231,21,296,3.5
3234,21,364,4.0
3237,21,435,1.0
3238,21,480,4.0
3239,21,500,2.5
3240,21,541,3.5
3241,21,551,0.5
3242,21,586,2.5
3243,21,588,4.0
3245,21,592,3.5
3246,21,597,4.0
3247,21,648,4.5
3251,21,745,3.0
3252,21,780,3.5
3253,21,858,2.5
3254,21,902,3.0
3265,21,1265,3.5
3268,21,1370,3.5
3269,21,1391,0.5
3271,21,1544,4.5
3272,21,1573,2.5
3273,21,1580,4.5
3276,21,1722,5.0
3277,21,1909,2.0
3279,21,2000,3.5
3280,21,2001,2.5
3282,21,2006,2.5
3283,21,2011,5.0
3285,21,2023,2.5
3287,21,2087,2.0
3292,21,2288,0.5
3293,21,2355,3.0
3302,21,2617,3.5
3304,21,2671,4.0
3319,21,2959,2.0
3322,21,2990,4.5
3326,21,3022,4.0
3327,21,3082,5.0
3328,21,3114,3.5
3336,21,3635,4.5
3337,21,3638,4.5
3354,21,4638,4.0
3358,21,4886,3.5
3403,21,8665,4.0
3406,21,8961,3.5
3408,21,8984,4.5
3414,21,31685,3.5
3494,21,77561,4.0
3662,22,107,4.5
3663,22,216,4.0
3664,22,253,4.0
3665,22,318,5.0
3667,22,541,5.0
3668,22,858,3.0
3674,22,2058,0.5
3675,22,2160,4.0
3676,22,2300,4.0
3679,22,2959,3.5
3698,22,4886,3.5
3702,22,4995,3.5
3712,22,5902,3.5
3728,22,8961,4.0
3729,22,8970,3.5
3750,22,51540,0.5
3781,23,6,4.0
3785,23,58,3.0
3786,23,175,3.0
3787,23,272,4.0
3788,23,293,4.0
3789,23,296,3.5
3790,23,300,3.0
3791,23,334,4.0
3792,23,431,3.0
3793,23,454,2.5
3794,23,541,5.0
3795,23,608,3.5
3799,23,858,3.5
3800,23,866,3.0
3802,23,912,3.5
3803,23,913,4.0
3804,23,923,4.0
3805,23,924,4.0
3807,23,1050,3.5
3809,23,1089,4.0
3819,23,1213,3.0
3829,23,1245,3.5
3830,23,1248,3.0
3831,23,1249,3.5
3834,23,1266,4.0
3842,23,1809,3.5
3843,23,1859,3.5
3844,23,1884,3.0
3847,23,2019,3.0
3855,23,2761,3.5
3865,23,3681,3.5
3877,23,5971,4.0
3880,23,6440,5.0
3897,23,8012,4.0
3901,23,8961,3.0
3902,24,6,4.5
3905,24,165,3.5
3906,24,253,3.5
3907,24,296,4.0
3909,24,318,4.5
3912,24,552,3.5
3913,24,593,4.5
3914,24,608,4.0
3916,24,780,3.5
3921,24,1246,4.0
3922,24,1265,4.5
3924,24,1370,3.5
3925,24,1396,4.0
3927,24,1580,4.0
3928,24,1639,3.0
3929,24,1653,3.0
3931,24,1682,3.5
3934,24,2028,4.0
3936,24,2134,3.0
3942,24,2617,3.5
3955,24,4995,3.5
3968,24,31685,3.5
4012,25,231,4.0
4013,25,260,5.0
4014,25,527,5.0
4016,25,2028,5.0
4041,26,150,3.0
4042,26,153,3.0
4043,26,165,4.0
4044,26,185,3.0
4047,26,288,3.0
4048,26,296,4.0
4049,26,300,3.0
4053,26,380,3.0
4055,26,454,4.0
4057,26,592,4.0
4058,26,593,4.0
4064,27,62,5.0
4066,27,158,2.0
4067,27,238,3.0
4068,27,260,4.0
4071,27,364,4.0
4073,27,421,3.0
4074,27,455,3.0
4075,27,480,4.0
4076,27,590,4.0
4077,27,595,4.0
4078,27,648,4.0
4079,27,661,3.0
4080,27,673,2.0
4082,27,745,5.0
4083,27,780,3.0
4084,27,783,4.0
4085,27,801,2.0
4086,27,808,4.0
4087,27,902,4.0
4089,27,913,4.0
4090,27,920,4.0
4091,27,924,2.0
4112,27,1247,2.0
4113,27,1250,4.0
4114,27,1262,5.0
4121,27,1396,3.0
4124,27,1580,3.0
4125,27,1584,4.0
4126,27,1588,2.0
4127,27,1592,3.0
