userId,movieId,rating
4,2359,4.0
4,2395,3.0
4,2770,2.0
4,2926,5.0
4,2959,2.0
4,3033,4.0
4,3079,3.0
4,3083,5.0
4,3175,1.0
4,3176,4.0
4,4347,4.0
4,4967,5.0
5,21,4.0
5,58,5.0
5,110,4.0
5,150,3.0
5,153,3.0
5,247,5.0
5,253,3.0
5,261,4.0
5,266,1.0
5,290,5.0
5,296,5.0
5,300,3.0
5,318,3.0
5,364,3.0
5,380,2.0
5,475,5.0
5,527,5.0
5,534,3.0
5,588,4.0
5,590,5.0
5,592,3.0
5,594,5.0
5,595,5.0
5,596,5.0
5,597,3.0
5,608,3.0
6,5,5.0
6,6,4.0
6,11,4.0
6,13,3.0
6,15,4.0
6,16,4.0
6,19,2.0
6,21,2.0
6,22,5.0
6,24,4.0
6,25,3.0
6,62,4.0
6,65,3.0
6,66,3.0
6,76,4.0
6,79,3.0
6,87,3.0
6,88,2.0
6,89,4.0
6,93,4.0
6,95,4.0
6,100,3.0
6,104,4.0
6,105,3.0
6,110,5.0
6,112,4.0
6,113,3.0
6,140,3.0
6,141,4.0
6,145,4.0
6,146,4.0
6,150,4.0
6,153,3.0
6,158,4.0
6,161,3.0
6,163,3.0
6,165,3.0
6,168,5.0
6,170,3.0
6,171,3.0
6,174,3.0
6,177,3.0
6,179,1.0
6,185,3.0
6,186,3.0
6,189,3.0
6,196,3.0
6,201,3.0
6,204,3.0
6,205,3.0
6,207,4.0
6,212,4.0
6,216,4.0
6,217,3.0
6,218,2.0
6,219,3.0
6,231,3.0
6,234,2.0
6,236,4.0
6,239,3.0
6,240,3.0
6,243,3.0
6,248,5.0
6,250,4.0
6,251,3.0
6,252,4.0
6,253,3.0
6,254,3.0
6,257,5.0
6,261,4.0
6,262,5.0
6,266,3.0
6,267,3.0
6,274,4.0
6,276,4.0
6,277,5.0
6,279,3.0
6,281,4.0
6,288,2.0
6,289,3.0
6,291,3.0
6,292,4.0
6,293,3.0
6,296,2.0
6,302,3.0
6,303,3.0
6,310,3.0
6,314,5.0
6,315,4.0
6,318,5.0
6,327,1.0
6,329,4.0
6,330,3.0
6,332,3.0
6,333,5.0
6,336,3.0
6,339,4.0
6,340,4.0
6,343,3.0
6,348,3.0
6,350,5.0
6,364,5.0
6,377,5.0
6,378,3.0
6,380,4.0
6,381,3.0
6,405,3.0
6,415,4.0
6,426,3.0
6,435,3.0
6,437,3.0
6,440,4.0
6,445,3.0
6,454,4.0
6,455,3.0
6,460,3.0
6,466,2.0
6,468,4.0
6,469,4.0
6,475,4.0
6,480,5.0
6,489,3.0
6,490,3.0
6,497,3.0
6,500,5.0
6,502,3.0
6,505,3.0
6,508,4.0
6,509,3.0
6,510,3.0
6,524,3.0
6,527,3.0
6,532,3.0
6,540,3.0
6,542,4.0
6,546,2.0
6,548,3.0
6,552,3.0
6,553,5.0
6,575,3.0
6,587,5.0
6,588,5.0
6,590,5.0
6,592,3.0
6,593,4.0
6,594,4.0
6,595,5.0
6,596,3.0
6,597,4.0
6,606,3.0
6,608,3.0
6,609,4.0
6,616,5.0
6,628,3.0
6,631,4.0
6,637,4.0
6,640,1.0
6,647,4.0
6,662,3.0
6,667,3.0
6,694,3.0
6,700,4.0
6,704,3.0
6,708,4.0
6,709,5.0
6,710,3.0
6,711,4.0
6,747,3.0
6,762,1.0
6,765,3.0
6,775,3.0
6,780,5.0
6,783,5.0
6,795,3.0
6,801,3.0
6,802,4.0
6,818,3.0
6,830,5.0
6,837,3.0
6,838,4.0
6,839,3.0
6,842,3.0
6,848,4.0
6,867,3.0
6,880,3.0
6,881,3.0
6,888,3.0
6,891,3.0
6,979,3.0
6,981,3.0
6,991,4.0
6,996,4.0
6,1049,5.0
6,1073,3.0
7,58,3.0
7,150,4.5
7,165,4.0
7,260,5.0
7,380,3.0
7,466,5.0
7,480,5.0
7,587,2.0
7,588,3.0
7,592,3.0
7,593,5.0
7,595,3.5
7,648,4.0
7,780,4.5
7,920,3.0
7,924,4.0
7,1246,1.5
7,1584,5.0
7,1610,4.0
7,1682,3.0
7,1923,1.5
7,1954,4.5
7,2019,5.0
7,2640,3.0
7,2671,4.5
7,3114,4.5
7,4643,1.0
7,4886,4.0
7,4995,4.5
7,7445,4.0
7,8373,2.0
7,8665,3.5
7,8870,3.5
7,8961,4.0
7,8970,2.5
7,8984,4.0
8,11,4.0
8,21,4.0
8,110,3.0
8,141,3.0
8,150,4.0
8,153,2.0
8,185,5.0
8,186,4.0
8,231,4.0
8,235,3.0
8,236,3.0
8,252,3.0
8,253,5.0
8,292,3.0
8,296,4.0
8,318,5.0
8,339,3.0
8,364,5.0
8,377,4.0
8,380,5.0
8,440,3.0
8,454,4.0
8,480,4.0
8,500,2.0
8,527,5.0
8,586,3.0
8,587,3.0
8,590,5.0
8,592,3.0
8,593,4.0
8,597,3.0
9,187,3.0
9,223,4.0
9,627,3.0
9,922,4.0
9,923,5.0
9,2011,3.0
9,2023,3.0
9,2300,5.0
9,5902,5.0
10,296,1.0
10,588,4.0
10,597,3.5
10,912,4.0
10,1088,3.0
10,1247,3.0
10,1907,4.0
10,2671,3.5
10,2959,0.5
10,4995,4.0
10,7451,3.5
10,8665,3.5
10,8869,5.0
10,8961,2.5
10,8970,1.0
10,31685,4.5
10,40819,4.0
11,6,5.0
11,95,3.0
11,110,5.0
11,150,5.0
11,153,3.0
11,165,3.0
11,170,4.0
11,292,4.0
11,318,4.0
11,377,3.0
11,380,4.0
11,466,3.0
11,480,4.0
11,593,5.0
11,648,4.0
11,780,4.0
11,1358,4.0
11,1370,3.0
11,1391,1.0
11,1408,5.0
11,1552,4.0
11,1573,3.0
11,1584,5.0
11,1586,4.0
11,1597,4.0
11,1687,3.0
11,1923,4.0
11,2028,5.0
12,168,5.0
12,261,4.5
12,277,3.0
12,830,4.0
12,838,5.0
12,920,4.5
12,1265,3.5
12,1405,3.0
12,2100,3.5
13,597,3.0
13,1619,3.0
13,1639,4.0
13,3513,3.0
13,4011,5.0
13,4148,4.0
14,19,1.0
14,25,4.0
14,95,5.0
14,105,3.0
14,110,5.0
14,150,4.0
14,153,2.0
14,193,3.0
14,231,3.0
14,266,5.0
14,288,4.0
14,296,3.0
14,318,3.0
14,339,4.0
14,377,3.0
14,455,3.0
14,480,3.0
14,508,3.0
14,509,5.0
14,524,3.0
14,527,3.0
14,540,3.0
14,552,3.0
14,553,4.0
14,586,3.0
14,590,4.0
14,592,2.0
14,593,4.0
14,597,3.0
14,784,1.0
15,158,1.0
15,172,1.0
15,260,5.0
15,293,3.0
15,296,4.0
15,318,5.0
15,364,3.0
15,527,5.0
15,588,3.0
15,596,2.0
15,780,3.5
15,849,2.0
15,858,4.0
15,1265,3.5
15,1653,4.5
15,1909,2.5
15,2001,5.0
15,2011,5.0
15,2028,3.5
15,2085,1.5
15,2959,2.5
15,4886,3.5
15,4995,5.0
15,5971,2.0
15,8961,2.5
15,84954,4.5
15,85414,3.5
16,111,4.5
16,204,2.0
16,260,3.0
16,293,4.0
16,296,3.0
16,318,4.0
16,319,4.0
16,527,4.0
16,541,4.5
16,593,3.0
16,608,4.5
16,678,4.0
16,745,4.0
16,849,4.0
16,858,2.5
16,912,3.5
16,913,4.0
16,923,3.5
16,1089,4.0
16,1213,3.5
16,1247,4.0
16,1267,4.0
16,1281,3.0
16,1680,3.5
16,2019,4.0
16,2109,3.5
16,2959,3.5
16,3022,3.5
16,3683,4.0
16,4011,3.0
16,5971,4.0
17,110,4.5
17,111,4.0
17,150,3.5
17,260,5.0
17,293,3.5
17,296,5.0
17,318,5.0
17,480,4.5
17,527,4.5
17,541,3.5
17,590,4.5
17,592,4.5
17,593,4.5
17,780,4.0
17,858,5.0
17,910,3.5
17,1089,4.0
17,1090,4.5
17,1093,4.0
17,1213,4.5
17,1259,4.0
17,1358,3.0
17,1375,3.5
17,1405,4.0
17,1967,4.0
17,2005,4.0
17,2019,3.5
17,2028,4.5
17,2502,4.5
17,2959,4.5
17,3681,4.5
17,5971,4.0
17,6016,4.5
18,6,4.0
18,16,4.5
18,70,3.5
18,104,2.5
18,110,4.5
18,111,4.0
18,145,3.5
18,163,4.0
18,165,4.0
18,223,4.0
18,231,2.5
18,235,4.5
18,260,4.0
18,288,4.0
18,293,4.5
18,296,4.0
18,318,5.0
18,329,4.0
18,364,3.0
18,377,2.5
18,380,2.5
18,431,4.0
18,435,2.0
18,466,2.5
18,480,3.5
18,500,3.5
18,502,2.0
18,508,4.0
18,527,4.5
18,541,4.0
18,586,3.5
18,588,3.5
18,590,4.0
18,593,4.5
18,595,3.0
18,608,4.5
18,628,3.5
18,648,3.0
18,653,3.0
18,673,3.0
18,745,4.0
18,780,4.0
18,784,2.0
18,849,3.5
18,858,4.0
18,913,4.0
18,919,4.0
18,923,5.0
18,924,4.0
18,1089,4.0
18,1213,4.5
18,1245,4.0
18,1246,4.0
18,1247,4.5
18,1370,3.5
18,1371,4.0
18,1374,4.5
18,1375,3.5
18,1391,3.0
18,1544,3.5
18,1580,3.5
18,1653,3.5
18,1682,3.0
18,1729,4.0
18,1892,4.0
18,1924,2.5
18,1954,4.0
18,1961,4.0
18,2000,4.0
18,2001,3.5
18,2011,3.5
18,2019,4.0
18,2028,4.0
18,2058,3.5
18,2268,4.0
18,2291,4.0
18,2470,3.0
18,2959,4.5
18,3681,4.5
18,4011,4.5
18,4327,4.0
18,4643,3.0
18,4816,3.0
18,4886,4.0
18,4995,4.5
18,6440,4.5
18,8665,4.0
18,8961,3.5
18,8984,3.0
18,31685,2.0
18,40819,4.0
18,51540,4.5
18,73499,3.5
18,74510,4.5
18,77561,4.0
18,85414,3.5
18,107846,3.5
19,12,1.0
19,13,3.0
19,15,2.0
19,19,2.0
19,64,2.0
19,65,2.0
19,70,2.0
19,87,2.0
19,104,2.0
19,107,2.0
19,118,3.0
19,141,1.0
19,153,2.0
19,158,3.0
19,161,2.0
19,165,3.0
19,170,3.0
19,173,1.0
19,185,2.0
19,186,2.0
19,196,2.0
19,216,2.0
19,223,3.0
19,231,2.0
19,235,4.0
19,252,3.0
19,253,3.0
19,260,4.0
19,289,2.0
19,291,2.0
19,293,4.0
19,319,1.0
19,329,2.0
19,330,3.0
19,332,2.0
19,333,2.0
19,338,2.0
19,339,3.0
19,348,2.0
19,350,2.0
19,364,3.0
19,377,4.0
19,378,3.0
19,379,2.0
19,380,3.0
19,414,2.0
19,422,3.0
19,423,3.0
19,427,3.0
19,435,2.0
19,440,3.0
19,445,2.0
19,455,2.0
19,466,3.0
19,468,3.0
19,480,2.0
19,490,2.0
19,497,3.0
19,500,2.0
19,512,2.0
19,540,1.0
19,541,4.0
19,542,2.0
19,546,2.0
19,551,5.0
19,558,2.0
19,575,2.0
19,586,3.0
19,587,3.0
19,588,3.0
19,592,5.0
19,597,3.0
19,606,2.0
19,627,2.0
19,637,2.0
19,640,1.0
19,648,3.0
19,653,2.0
19,661,3.0
19,671,2.0
19,673,1.0
19,674,4.0
19,708,3.0
19,709,2.0
19,711,3.0
19,742,3.0
19,745,4.0
19,762,1.0
19,783,4.0
19,788,2.0
19,810,1.0
19,818,4.0
19,829,2.0
19,830,2.0
19,832,2.0
19,837,4.0
19,839,1.0
19,842,2.0
19,849,2.0
19,866,2.0
19,879,1.0
19,880,2.0
19,881,1.0
19,903,5.0
19,910,4.0
19,913,5.0
19,921,3.0
19,924,3.0
19,931,4.0
19,965,2.0
19,984,2.0
19,1049,2.0
19,1073,4.0
19,1089,3.0
19,1092,2.0
19,1257,3.0
19,1259,3.0
19,1265,4.0
19,1267,3.0
19,1278,4.0
19,1359,3.0
19,1367,1.0
19,1371,3.0
19,1372,5.0
19,1374,5.0
19,1375,3.0
19,1376,4.0
19,1377,3.0
19,1378,3.0
19,1379,2.0
19,1380,3.0
19,1391,3.0
19,1396,3.0
19,1405,2.0
19,1407,3.0
19,1427,1.0
19,1485,3.0
19,1499,1.0
19,1542,2.0
19,1544,1.0
19,1550,2.0
19,1551,2.0
19,1552,3.0
19,1562,1.0
19,1573,4.0
19,1580,2.0
19,1584,3.0
19,1588,2.0
19,1591,2.0
19,1593,2.0
19,1597,2.0
19,1610,3.0
19,1644,2.0
19,1645,2.0
19,1648,2.0
19,1653,4.0
19,1665,1.0
19,1688,3.0
19,1689,2.0
19,1690,1.0
19,1717,3.0
19,1722,3.0
19,1777,3.0
19,1779,2.0
19,1783,1.0
19,1816,1.0
19,1831,2.0
19,1845,3.0
19,1891,2.0
19,1892,2.0
19,1894,2.0
19,1895,2.0
19,1907,3.0
19,1909,3.0
19,1911,2.0
19,1919,2.0
19,1921,3.0
19,1923,4.0
19,1924,2.0
19,1963,3.0
19,1967,5.0
19,1968,2.0
19,1970,3.0
19,1991,2.0
19,2000,3.0
19,2001,2.0
19,2005,4.0
19,2011,2.0
19,2014,2.0
19,2026,2.0
19,2033,3.0
19,2034,2.0
19,2044,3.0
19,2046,2.0
19,2048,3.0
19,2054,3.0
19,2082,3.0
19,2088,3.0
19,2100,3.0
19,2105,3.0
19,2108,3.0
19,2110,3.0
19,2118,2.0
19,2123,3.0
19,2133,3.0
19,2134,2.0
19,2140,4.0
19,2148,2.0
19,2171,2.0
19,2193,3.0
19,2253,4.0
19,2255,2.0
19,2263,2.0
19,2266,3.0
19,2267,2.0
19,2294,3.0
19,2302,3.0
19,2320,3.0
19,2321,3.0
19,2335,3.0
19,2355,3.0
19,2359,4.0
19,2428,3.0
19,2453,3.0
19,2470,3.0
19,2502,2.0
19,2528,2.0
19,2539,2.0
19,2605,2.0
19,2614,1.0
19,2617,3.0
19,2640,3.0
19,2642,1.0
19,2657,3.0
19,2668,2.0
19,2687,2.0
19,2788,2.0
19,2860,2.0
19,2898,2.0
19,2900,2.0
19,2959,5.0
19,3033,2.0
19,3034,3.0
19,3035,4.0
19,3040,3.0
19,3063,2.0
19,3064,2.0
19,3072,2.0
19,3082,2.0
19,3087,3.0
19,3101,1.0
19,3114,2.0
19,3175,4.0
19,3176,1.0
19,3396,5.0
19,3526,2.0
19,3536,2.0
19,3594,2.0
19,3683,3.0
19,3763,3.0
19,3784,2.0
20,13,4.0
20,107,3.5
20,158,3.0
20,239,4.5
20,262,4.5
20,364,5.0
20,551,5.0
20,586,3.0
20,588,5.0
20,594,5.0
20,595,5.0
20,596,4.5
20,661,5.0
20,709,3.0
20,783,3.5
20,801,2.5
20,837,4.0
20,914,4.5
20,919,5.0
20,1018,3.5
20,1073,5.0
20,1088,4.5
20,1282,4.5
20,1367,3.0
20,1380,5.0
20,1547,3.0
20,1688,4.5
20,1722,3.0
20,1907,5.0
20,1919,3.5
20,1947,5.0
20,2005,5.0
20,2006,2.0
20,2018,4.0
20,2033,4.0
20,2048,3.5
20,2054,2.5
20,2059,3.5
20,2080,4.0
20,2085,4.0
20,2087,4.5
20,2100,3.5
20,2116,2.5
20,2135,5.0
20,2140,4.0
20,2161,4.5
20,2294,3.5
20,2300,5.0
20,2355,4.0
20,2565,3.5
20,2617,2.5
20,2657,5.0
20,2687,4.5
20,2761,4.5
20,2770,2.5
20,3034,5.0
20,3114,5.0
20,3396,5.0
20,3512,3.0
20,3536,1.5
20,3549,5.0
20,3784,2.5
20,4232,0.5
20,4638,1.5
20,4643,3.0
20,4816,3.5
20,4886,4.0
20,4995,5.0
20,5693,4.0
21,19,2.5
21,38,2.5
21,145,3.0
21,165,3.5
21,170,2.0
21,260,4.5
21,293,3.0
21,296,3.5
21,364,4.0
21,435,1.0
21,480,4.0
21,500,2.5
21,541,3.5
21,551,0.5
21,586,2.5
21,588,4.0
21,592,3.5
21,597,4.0
21,648,4.5
21,745,3.0
21,780,3.5
21,858,2.5
21,902,3.0
21,1265,3.5
21,1370,3.5
21,1391,0.5
21,1544,4.5
21,1573,2.5
21,1580,4.5
21,1722,5.0
21,1909,2.0
21,2000,3.5
21,2001,2.5
21,2006,2.5
21,2011,5.0
21,2023,2.5
21,2087,2.0
21,2288,0.5
21,2355,3.0
21,2617,3.5
21,2671,4.0
21,2959,2.0
21,2990,4.5
21,3022,4.0
21,3082,5.0
21,3114,3.5
21,3635,4.5
21,3638,4.5
21,4638,4.0
21,4886,3.5
21,8665,4.0
21,8961,3.5
21,8984,4.5
21,31685,3.5
21,77561,4.0
22,107,4.5
22,216,4.0
22,253,4.0
22,318,5.0
22,541,5.0
22,858,3.0
22,2058,0.5
22,2160,4.0
22,2300,4.0
22,2959,3.5
22,4886,3.5
22,4995,3.5
22,5902,3.5
22,8961,4.0
22,8970,3.5
22,51540,0.5
23,6,4.0
23,58,3.0
23,175,3.0
23,272,4.0
23,293,4.0
23,296,3.5
23,300,3.0
23,334,4.0
23,431,3.0
23,454,2.5
23,541,5.0
23,608,3.5
23,858,3.5
23,866,3.0
23,912,3.5
23,913,4.0
23,923,4.0
23,924,4.0
23,1050,3.5
23,1089,4.0
23,1213,3.0
23,1245,3.5
23,1248,3.0
23,1249,3.5
23,1266,4.0
23,1809,3.5
23,1859,3.5
23,1884,3.0
23,2019,3.0
23,2761,3.5
23,3681,3.5
23,5971,4.0
23,6440,5.0
23,8012,4.0
23,8961,3.0
24,6,4.5
24,165,3.5
24,253,3.5
24,296,4.0
24,318,4.5
24,552,3.5
24,593,4.5
24,608,4.0
24,780,3.5
24,1246,4.0
24,1265,4.5
24,1370,3.5
24,1396,4.0
24,1580,4.0
24,1639,3.0
24,1653,3.0
24,1682,3.5
24,2028,4.0
24,2134,3.0
24,2617,3.5
24,4995,3.5
24,31685,3.5
25,231,4.0
25,260,5.0
25,527,5.0
25,2028,5.0
26,150,3.0
26,153,3.0
26,165,4.0
26,185,3.0
26,288,3.0
26,296,4.0
26,300,3.0
26,380,3.0
26,454,4.0
26,592,4.0
26,593,4.0
27,62,5.0
27,158,2.0
27,238,3.0
27,260,4.0
27,364,4.0
27,421,3.0
27,455,3.0
27,480,4.0
27,590,4.0
27,595,4.0
27,648,4.0
27,661,3.0
27,673,2.0
27,745,5.0
27,780,3.0
27,783,4.0
27,801,2.0
27,808,4.0
27,902,4.0
27,913,4.0
27,920,4.0
27,924,2.0
27,1247,2.0
27,1250,4.0
27,1262,5.0
27,1396,3.0
27,1580,3.0
27,1584,4.0
27,1588,2.0
27,1592,3.0
27,1907,4.0
27,1947,5.0
27,2046,4.0
27,2054,4.0
27,2059,3.0
27,2080,4.0
27,2085,3.0
27,2100,4.0
27,2142,3.0
27,2161,4.0
27,2294,2.0
27,2355,3.0
27,2565,5.0
27,2640,4.0
27,2687,4.0
27,3033,2.0
27,3062,4.0
27,3114,4.0
27,3681,4.0
28,6,3.5
28,16,2.5
28,21,3.0
28,62,3.5
28,95,2.0
28,110,3.5
28,145,1.5
28,147,2.5
28,161,3.0
28,172,3.0
28,253,3.0
28,260,4.0
28,290,3.0
28,293,4.5
28,296,4.5
28,300,2.0
28,318,3.5
28,345,4.0
28,377,1.5
28,475,4.0
28,480,2.5
28,507,4.0
28,508,3.5
28,524,3.5
28,527,3.0
28,541,4.0
28,553,3.0
28,590,4.0
28,592,2.5
28,593,2.5
28,599,3.0
28,608,3.0
28,635,3.0
28,647,2.5
28,678,3.5
28,714,3.5
28,780,3.0
28,851,2.0
28,858,4.5
28,898,3.0
28,924,3.0
28,996,2.0
28,1089,3.0
28,1092,2.5
28,1213,4.0
28,1245,3.5
28,1249,4.0
28,1266,4.5
28,1271,2.0
28,1358,4.0
28,1371,4.0
28,1374,2.5
28,1480,3.0
28,1580,3.0
28,1584,3.5
28,1587,2.5
28,1610,4.5
28,1641,2.5
28,1645,2.5
28,1653,3.5
28,1678,2.0
28,1682,1.5
28,1729,2.5
28,1884,2.5
28,1921,4.0
28,2000,2.0
28,2021,5.0
28,2023,3.5
28,2028,3.5
28,2058,2.0
28,2105,4.0
28,2193,3.5
28,2268,3.0
28,2502,2.0
28,2539,1.5
28,2841,2.5
28,2959,3.5
28,3033,3.0
28,3175,1.5
28,3176,3.0
28,3543,2.5
28,3681,3.5
28,3683,2.5
28,3980,3.0
28,4011,3.5
28,4327,3.5
28,4688,2.5
28,4787,2.0
28,4995,3.0
28,5955,3.0
28,6537,4.0
28,6552,2.5
28,6947,3.5
28,6957,3.0
28,6974,3.0
28,7090,2.0
28,7445,2.0
28,8010,4.0
28,8665,3.5
28,8810,3.0
28,8874,2.0
28,8914,2.0
28,8961,3.5
28,8970,3.0
28,8982,3.0
28,27793,2.0
28,31225,3.0
28,33660,4.0
28,40819,2.5
28,45658,2.0
28,48385,4.0
28,49530,4.5
28,51540,2.0
28,55721,3.5
28,59387,2.0
29,150,4.0
29,165,4.0
29,170,3.0
29,296,3.5
29,318,4.5
29,780,4.0
29,858,4.5
29,914,4.0
29,924,5.0
29,953,5.0
29,1213,4.0
29,1250,5.0
29,1262,4.5
29,1272,5.0
29,1408,5.0
29,1792,3.0
29,1939,4.0
29,1945,4.5
29,2028,5.0
29,2761,3.5
29,3681,4.0
29,4327,4.0
29,26554,4.0
29,51540,4.0
30,110,5.0
30,260,5.0
30,318,5.0
31,5,3.0
31,25,2.0
31,62,4.0
31,141,4.0
31,165,4.0
31,339,4.0
31,377,5.0
31,588,5.0
31,605,4.0
31,612,3.0
31,648,5.0
31,780,4.0
31,783,4.0
31,784,5.0
31,788,2.0
31,912,5.0
31,1073,4.0
31,1246,3.0
31,1265,2.0
31,1278,5.0
31,1282,5.0
31,1391,5.0
31,1405,1.0
32,6,3.0
32,21,4.0
32,24,3.0
32,25,4.0
32,58,5.0
32,62,3.0
32,74,4.0
32,78,4.0
32,95,3.0
32,100,4.0
32,140,3.0
32,141,4.0
32,153,3.0
32,194,5.0
32,203,4.0
32,236,3.0
32,246,4.0
32,252,3.0
32,260,5.0
32,272,5.0
32,296,5.0
32,314,4.0
32,318,5.0
32,327,3.0
32,339,4.0
32,345,5.0
32,440,4.0
32,497,5.0
32,527,4.0
32,553,3.0
32,592,5.0
32,593,5.0
32,608,5.0
32,627,4.0
32,628,3.0
32,648,3.0
32,653,3.0
32,661,3.0
32,694,3.0
32,708,4.0
32,780,3.0
32,784,3.0
32,786,3.0
32,788,1.0
32,802,4.0
32,849,2.0
32,880,3.0
32,912,5.0
32,996,3.0
32,1073,5.0
32,1103,4.0
32,1367,3.0
32,1391,5.0
32,1407,2.0
32,1429,4.0
33,11,2.0
33,21,4.0
33,25,3.0
33,28,5.0
33,58,4.0
33,110,5.0
33,150,3.0
33,161,3.0
33,194,3.0
33,223,4.0
33,249,3.0
33,261,4.0
33,272,4.0
33,293,4.0
33,296,5.0
33,300,3.0
33,302,3.0
33,307,5.0
33,308,4.0
33,318,4.0
33,322,2.0
33,339,5.0
33,345,4.0
33,452,4.0
33,475,4.0
33,490,2.0
33,497,4.0
33,507,4.0
33,508,3.0
33,509,5.0
33,527,5.0
33,562,5.0
33,580,1.0
33,588,5.0
33,593,5.0
33,608,4.0
33,613,5.0
33,800,4.0
33,805,1.0
33,838,5.0
33,866,4.0
33,914,5.0
33,919,5.0
33,994,5.0
33,1213,3.0
33,1245,5.0
33,1249,5.0
33,1271,3.0
33,1280,5.0
33,1358,4.0
33,1365,3.0
33,1487,3.0
33,1537,4.0
33,1542,4.0
33,1580,3.0
33,1610,3.0
33,1621,2.0
33,1633,4.0
33,1639,5.0
33,1641,5.0
33,1643,3.0
33,1653,5.0
33,1672,3.0
33,1678,5.0
33,1682,4.0
33,1777,4.0
33,1923,5.0
33,2028,5.0
33,2058,3.0
33,2080,4.0
33,2087,3.0
33,2108,2.0
33,2112,3.0
33,2268,4.0
33,2291,2.0
33,2294,3.0
33,2302,3.0
33,2310,4.0
33,2355,5.0
33,2357,5.0
33,2501,2.0
33,2539,4.0
33,2690,4.0
34,70,3.5
34,110,0.5
34,145,1.0
34,163,3.0
34,318,4.0
34,377,4.5
34,780,3.0
34,1391,1.0
34,1580,2.5
34,1682,2.5
34,1717,3.5
34,1831,3.0
34,2006,4.5
34,2617,4.0
34,2671,3.0
34,2959,4.0
34,4643,4.0
34,5146,3.0
34,7090,4.5
34,7451,4.5
34,26606,4.5
34,31685,2.0
35,11,4.0
35,21,5.0
35,62,5.0
35,150,5.0
35,185,5.0
35,231,3.0
35,235,4.0
35,236,4.0
35,252,4.0
35,261,5.0
35,266,2.0
35,300,4.0
35,339,5.0
35,590,5.0
35,592,4.0
35,595,3.0
36,25,2.5
36,315,0.5
36,318,4.0
36,544,3.0
36,548,3.0
36,552,2.0
36,919,1.5
36,996,2.5
36,1090,2.5
36,1262,4.0
36,1278,2.5
36,1358,2.5
36,1372,3.0
36,1376,2.0
36,1396,1.5
36,1485,0.5
36,1597,2.0
36,1892,3.5
36,2082,2.0
36,2269,3.0
36,2302,1.5
36,2359,4.5
36,3766,2.0
36,4995,1.0
37,150,5.0
37,153,3.0
37,165,5.0
37,231,5.0
37,292,4.0
37,296,5.0
37,318,4.0
37,329,3.0
37,380,2.0
37,590,4.0
37,592,3.0
37,593,5.0
37,661,3.0
